 Size,ListAge,Board,Female,Balance,Liquid,AssetGrowth,Cashflow,StrategyTarget,Management,AdvocacyTrain,Technology,CEP
21.16,5,9,14.29,0.0324,2.73661,0.487093,0.327649,0,0,0,6,2531719.588
21.27,1,11,14.29,1.0678,3.265899,-0.092014,0.096203,0,0,0,4,2217791.069
21.51,5,7,9.09,0.0271,0.894392,-0.032658,0.126972,4,0,0,5,2136623.289
20.94,5,9,23.53,0.1056,0.387877,0.308694,0.152897,4,0,0,8,2206906.597
22.67,5,6,14.29,0.0358,1.159874,0.095466,0.086202,0,0,0,2,10653725.49
21.43,4,12,5.56,0.0098,0.711532,0.179983,0.045556,0,0,0,4,820922.6755
21.27,5,9,10,0.1349,1.070394,0.042854,0.128586,0,0,0,5,3713223.099
22.12,4,9,16.67,0.9725,0.684819,0.446684,0.139913,0,0,0,5,2672242.759
21.75,6,9,13.33,0.6499,0.359472,-0.328089,0.087699,0,0,0,1,96130.2645
21.53,5,11,10.34,0.963,0.534492,0.433996,0.075546,0,0,0,136,33170.17002
21.05,4,9,15.38,0.035,2.852736,0.114839,0.154487,0,0,0,8,2806399.367
20.18,4,9,13.64,1.0871,1.947796,0.060942,0.138118,0,0,0,1,2162957.512
21.09,2,9,22.22,0.4131,1.472404,0.4036,0.091449,1,0,0,8,2266270.773
22.08,1,15,13.79,0.102,1.31898,0.294707,0.089441,0,0,0,0,668114.0514
21.1,3,11,5.26,0.1157,1.573774,0.342217,0.150731,2,0,1,31,1290080.257
20.07,2,10,16.67,0.1853,6.067553,-0.043975,-0.084907,0,0,0,10,1042569.689
21.18,3,16,4,1.1707,0.267106,-0.058861,0.048091,0,0,0,3,1625609.602
22.08,3,9,36.84,0.022,0.917632,0.213169,0.089441,0,0,0,5,865333.0679
22.42,3,11,16.67,0.0887,0.510462,0.193361,-0.138062,3,0,0,17,10458598
20.93,12,12,4.76,1.1209,0.550736,-0.060165,0.114053,0,0,0,7,918874.4527
20.84,12,11,10.53,0.1661,3.071478,-0.049644,0.230909,0,0,0,5,839838.8446
20.52,9,9,0,0.0088,0.597336,0.242095,0.128645,2,1,0,4,2546963.349
23.63,11,11,10,0.2032,0.603809,0.169776,0.033186,0,0,0,6,659887.9878
22.92,9,9,25,0.1807,0.394897,-0.001963,0.153652,0,0,0,6,871967.6834
21.03,9,9,15,1.3171,0.796594,-0.031117,0.071485,0,0,0,8,3008979.244
22.08,1,9,5.56,0.4652,0.583322,0.014385,0.089441,0,0,0,2,1105461.572
22.08,1,13,10.34,0.5739,0.506606,0.218157,0.089441,0,0,0,2,909979.657
21.71,6,9,10.53,0.0069,1.296723,0.121883,0.090487,2,3,1,17,5167028.9
20.98,6,9,16.67,0.1092,1.036177,-0.079385,0.116746,0,0,0,4,239488.7321
21.72,10,7,8.33,0.1347,1.011254,0.047472,0.112322,3,0,0,3,77591.43883
21.73,13,8,11.76,1.436,0.823484,-0.152204,0.044307,4,0,1,20,3218639.54
20.17,12,9,20,0.1421,2.276573,0.031628,0.027233,0,0,0,0,3019275.173
21.25,10,9,33.33,0.134,1.168918,-0.069077,-0.021705,4,0,0,5,13698.0957
21.36,10,9,25,1.2363,1.092588,0.128159,0.089038,0,0,0,7,875766.8709
23.73,10,9,0,0.1058,0.82914,0.492619,0.082084,0,0,0,8,4696477.911
21.88,10,9,21.05,0.7332,0.190435,0.585071,0.126157,1,1,0,9,3287063.687
23.25,8,8,8.7,1.4338,3.304445,-0.111196,0.145866,0,0,0,5,1852465.449
21.61,9,9,5.56,1.4964,0.298819,0.237121,0.098114,2,0,1,7,3926562.136
21.54,9,8,6.9,1.9935,0.994011,0.394581,0.218923,0,0,0,6,3624281.649
21.36,7,9,6.25,0.0305,1.019786,0.040196,0.089038,0,0,0,4,4321358.78
22.47,9,11,8,0.8376,3.305817,0.238286,0.318456,2,0,0,1,8071534.83
22.44,8,12,12.5,0.1461,1.156744,0.207972,0.129485,2,0,0,4,1546871.083
23.42,8,9,10.53,0.0265,1.200197,0.777748,-0.168629,0,0,0,13,1467809.94
22.33,7,9,5.26,0.0133,1.393829,0.06999,0.125779,2,1,0,3,3398736.206
21.36,7,13,5,0.1033,2.694426,0.074404,0.089038,0,0,0,0,818598.4415
20.76,7,11,5.26,0.0531,0.672073,0.062508,0.060392,2,0,0,14,2627004.6
22.18,6,11,10,0.0793,0.734449,0.367956,-0.046379,1,0,1,12,1610965.85
21.04,6,11,12.5,0.0415,4.752923,-0.027607,0.101156,0,0,0,9,1715742.803
20.42,2,8,0,0.2916,1.745378,0.102879,0.073306,2,0,0,7,3829425.434
22.06,1,15,15.38,2.5549,0.346644,0.09114,0.092643,0,0,0,1,869537.0581
23.35,5,17,4.17,0.0443,1.20394,0.134729,0.027844,3,0,0,3,16289269.54
22.88,9,9,0,0.0798,1.1186,0.379522,0.115735,2,1,0,30,3597633.005
21.41,9,9,5.26,0.6944,0.370994,-0.100536,0.024622,0,0,0,8,998091.1712
21.65,9,13,3.7,0.5332,1.221219,0.247666,0.120229,1,0,0,26,1870505.694
20.88,9,9,18.75,1.6408,0.503651,0.157222,0.082952,2,0,0,2,879532.1654
22.65,9,9,0,0.0673,0.50223,0.207781,0.044686,3,0,0,5,18512831.84
21.34,8,10,9.52,1.136,0.487891,-0.06411,0.073424,0,0,0,2,77568.46517
21.27,6,9,5.88,0.039,2.71471,0.125725,0.145853,0,0,0,7,3523516.594
20.83,2,11,14.29,1.068,2.15032,-0.086841,-0.111009,0,0,0,8,3519580.516
21.54,6,6,9.09,0.0273,0.98621,0.026821,0.064195,3,0,0,2,2986951.825
21.18,6,9,23.53,0.2311,0.378326,0.26548,0.128369,4,0,0,13,3066607.751
22.77,6,7,20,0.0947,0.964165,0.101296,0.180448,4,0,0,6,16800169.84
21.59,5,12,5.56,0.0527,0.67471,0.16677,0.073187,1,0,0,2,908454.2456
21.26,6,9,10,0.1134,1.261321,-0.011588,0.057301,0,0,0,15,4176687.917
22.47,5,9,17.65,0.9475,0.977891,0.426124,0.142614,0,0,0,8,6018233.456
21.71,6,11,17.24,0.97,0.390968,0.1893,0.10506,2,0,0,136,36365.49661
21.07,5,9,15.38,0.0301,3.614792,0.015417,0.048624,0,0,0,10,3783712.359
20.13,5,9,14.29,1.0969,1.69552,-0.046056,0.085722,0,0,1,8,3373101.172
21.45,3,9,17.65,0.2038,0.988942,0.434036,0.091952,0,0,0,40,3335815.842
20.82,2,15,13.79,0.1077,0.771429,0.461838,0.000232,0,0,0,0,704151.2354
21.66,4,11,5.26,0.1443,3.186903,0.7404,-0.02153,3,0,0,18,1788948.654
20.68,3,11,19.05,0.2014,1.476375,0.381299,-0.034793,0,0,0,11,1593515.5
21.22,4,11,0,2.074,0.217397,0.034221,0.063884,0,0,0,4,1474568.923
22.31,4,9,36.84,0.1415,0.686101,0.554816,0.114665,0,0,0,10,883377.2161
22.79,4,11,11.76,0.1009,0.484954,0.439734,0.016851,4,0,0,19,16711584.45
20.87,13,10,6.45,1.1507,0.521311,-0.052214,0.097952,0,0,0,13,949710.9864
20.89,13,11,10,0.119,2.958712,0.05459,0.057211,0,0,0,7,894527.0326
20.71,10,9,0,0.0539,0.457433,0.212611,0.186502,2,0,0,4,1906892.52
23.78,12,12,15,0.0566,0.474541,0.164074,0.084824,2,0,0,9,709652.5598
23.57,10,9,25,0.2279,0.426204,0.913862,0.171334,4,0,0,9,889856.0163
21.02,10,9,17.65,0.9529,1.316814,-0.011853,0.156535,0,0,0,5,3196924.076
20.87,2,9,5.56,0.5523,0.407366,0.06961,0.095806,0,0,0,3,1058589.186
20.94,2,13,11.11,0.58,0.324518,0.162654,0.145292,1,0,0,2,964165.0798
21.75,7,8,5.56,0.025,1.009614,0.014798,0.096718,3,2,0,7,6194772.677
21.65,11,9,7.69,0.1421,1.014394,-0.071515,0.049563,2,0,0,3,104557.161
21.73,14,8,12.5,1.128,0.727257,0.006858,0.050006,5,0,1,22,3813831.873
21.59,12,9,7.69,0.1273,1.16347,-0.058403,0.011361,1,0,0,4,174388.3608
21.52,13,9,20,0.2151,1.134708,0.713265,0.09582,0,0,0,0,4022390.782
21.3,11,9,42.86,0.0982,0.857092,-0.050755,0.235866,0,0,0,4,13782.48313
20.54,11,9,26.32,0.9995,1.328922,0.294007,0.028424,0,0,0,10,871962.8594
23.85,11,9,0,0.1065,0.986402,0.123136,0.046546,1,0,0,9,7247040.089
22.04,11,9,22.22,0.7833,0.27491,0.170509,0.098746,0,0,0,5,4572205.577
23.47,9,9,4,1.7998,2.509165,0.013236,0.073904,0,0,0,5,2607655.183
22.01,10,9,5.56,1.4964,0.47438,0.473786,0.233515,0,0,0,5,5387709.056
21.64,10,9,3.7,1.9924,0.684115,0.094356,0.201251,0,0,0,4,4189538.781
20.37,10,9,6.25,0.0276,0.918118,0.218722,0.236246,0,0,0,4,5272217.397
22.64,10,11,11.54,0.8935,2.206046,0.184385,0.29369,4,0,0,1,10595538.59
22.47,9,13,4,0.0506,0.855886,0.016275,0.2089,5,0,0,3,2243895.402
24.09,9,11,4.17,0.1466,1.205916,0.468449,0.002318,0,0,0,17,2055186.524
22.39,8,8,5.26,0.0539,1.080137,0.042284,0.190213,5,0,0,5,3999410.596
21.52,8,13,4.76,0.3859,4.912773,0.147553,0.09582,2,0,0,0,977081.469
20.86,8,12,0,0.0653,0.735792,0.091818,0.104335,3,0,0,6,2702148.994
22.66,7,11,10,0.1438,1.190837,0.611466,-0.259343,0,0,1,10,2253105.304
21.21,7,11,12.5,0.0666,2.876859,0.164176,0.063748,0,0,0,7,2421823.797
20.49,3,9,0,0.3231,1.345767,0.07483,0.08465,0,0,0,11,4622768.419
21.71,2,15,14.29,2.4887,0.24417,0.005379,0.085783,2,0,0,1,1693872.559
21.52,1,12,22.22,1.8283,1.228012,0.998477,0.09582,2,0,0,4,4326686.16
21.52,8,11,15.38,0.5486,2.430434,0.755769,0.09582,4,0,0,9,4341921.429
22.33,7,8,0,0.2284,1.98618,0.554105,0.043577,3,1,0,2,2202016.574
24.24,6,17,4.17,0.0141,0.747077,1.445065,0.267874,4,0,0,4,22874008.67
23.27,10,8,0,0.1301,1.040528,0.477406,0.119238,0,0,0,16,4279660.102
22.41,9,9,9.09,0.6009,0.329831,0.007206,0.079578,0,0,0,5,1218936.776
22.03,10,13,3.85,0.4476,1.285277,0.257684,0.101547,0,0,0,39,2977394.503
22.41,10,9,17.65,1.4719,0.486742,0.124112,0.079578,2,0,0,2,1190801.447
22.94,10,9,0,0.164,0.638752,0.334001,0.090696,0,0,0,3,24667333.29
21.53,9,10,9.52,1.1394,0.430769,0.182886,0.017182,0,0,0,2,75823.46956
21.72,7,9,5.56,0.018,3.824879,0.517052,0.145218,8,0,0,8,3977983.419
22.28,3,9,6.67,0.662,2.878668,1.070308,-0.05592,0,0,0,9,4100067.3
21.54,7,7,0,0.0591,0.948296,0.001715,0.025884,3,0,0,2,3760821.669
21.51,7,9,5.56,0.7388,0.404071,0.400233,0.130563,4,2,0,14,3798055.189
22.98,7,7,6.67,0.1089,1.11436,0.252012,0.252602,3,0,0,1,22536162.94
21.68,6,12,5.56,0.0501,0.978955,0.103639,0.0675,1,0,0,0,972750.022
21.38,7,9,10,0.1531,0.83232,0.117465,0.054503,0,0,0,8,5430766.998
22.8,8,9,17.65,0.3433,1.724198,0.377668,-0.045645,0,0,0,4,8336881.309
22.33,7,9,11.76,0.6428,0.460093,-0.24417,0.043577,0,0,0,8,194449.1709
21.13,6,9,15.38,0.1032,3.479338,0.054179,0.107364,0,0,0,12,4645266.243
20.29,6,9,18.18,1.1085,1.638476,0.15342,0.140875,0,0,0,13,4316889.672
21.78,4,9,11.11,0.3223,0.714446,0.387031,0.039682,2,0,0,27,4200299.154
20.8,3,15,10.71,0.0393,0.614604,-0.027959,0.091668,0,0,0,0,925851.2067
21.89,5,11,5,0.157,3.228733,0.292101,0.063804,3,0,1,29,2780467.942
20.94,4,11,20,0.2119,1.397723,0.308493,0.131828,2,0,0,13,2374425.558
21.23,5,15,4.55,2.0742,0.212166,-0.004964,0.052079,0,0,0,3,1791018.781
22.56,5,11,31.82,0.1989,1.097041,0.282204,0.098226,0,0,0,9,1168504.337
23.06,5,11,11.76,0.2024,1.016297,0.310049,-0.222231,6,0,0,19,22837415.98
20.97,14,11,5.56,1.1485,0.550501,0.05871,0.114997,0,0,0,11,1207640.157
22.29,14,11,15.79,0.1374,1.47463,0.47995,0.032377,0,0,0,8,1111000.124
22.36,11,9,0,0.5648,0.633244,0.563202,0.086404,2,0,0,3,1920481.62
23.89,13,12,5,0.0283,0.490439,0.110432,0.062306,17,0,0,5,884085.6521
23.62,11,9,21.05,0.1539,0.749702,0.084839,0.145775,4,1,0,6,1061271.642
21.11,11,9,17.65,0.9243,1.463449,0.083462,0.165593,0,0,0,8,2325403.789
21.03,3,13,3.7,0.558,0.340468,0.097634,0.218093,1,0,0,4,1155399.41
23.47,9,15,7.69,0.0126,1.120639,0.590464,0.073904,0,0,0,5,22942707.57
23.47,9,8,25,0.6374,1.23255,0.23946,0.073904,10,1,0,4,23284948.68
21.35,8,9,27.78,0.2766,1.830062,0.39808,0.067894,4,0,0,2,361980.5465
23.23,3,15,17.86,2.4353,0.243792,3.572812,0.215976,1,0,0,3,3327331.138
21.39,11,9,8.7,0.6746,0.328908,-0.058803,0.085917,0,0,0,7,1791887.296
22.66,11,9,23.53,1.4714,0.55363,0.204346,0.067993,3,0,0,3,1498814.473
21.33,10,10,9.52,1.1359,0.34994,-0.181915,0.078519,0,0,0,1,74536.97816
21.68,7,9,4.76,0.089,0.69247,-0.000797,0.086952,1,0,0,5,1577350.117
22.66,4,13,10.71,0.0401,0.538102,0.111302,0.067993,11,0,0,4,1281955.823
21.23,6,15,4.55,2.3189,0.392072,0.000072,0.098585,4,0,0,1,2509784.716
23.96,12,9,0,0.365,1.031912,0.110325,0.036167,15,1,0,21,7041765.998
22.61,6,9,33.33,0.082,0.857122,0.044609,0.042059,4,0,0,10,1516835.81
23.61,9,9,7.41,1.7427,5.326902,-0.054809,0.076279,0,0,0,4,1144320.743
21.59,15,11,5.26,1.3043,1.542375,0.844784,0.098817,0,0,0,9,1621726.449
22.54,15,10,10,0.1482,0.557256,0.283424,0.029004,1,0,0,7,1677045.791
23.87,14,12,0,0.0236,0.35848,-0.018329,0.098667,40,0,0,2,1138153.53
23.63,12,9,18.18,0.108,0.689294,0.012684,0.092613,9,0,0,5,1281737.892
22.73,10,13,4,0.0479,1.280961,0.300896,0.091556,26,0,0,7,2878654.639
21.14,4,13,3.85,0.4525,0.391596,0.119618,0.207261,3,0,0,2,1540378.414
23.8,10,11,7.69,0.1094,1.009238,-0.255644,-0.176538,0,0,0,12,2684275.005
21.81,8,5,14.29,0.0361,0.877726,0.063125,0.118038,23,4,0,10,7378252.128
21.71,15,9,11.76,1.1471,0.694118,-0.027016,0.028358,36,1,1,17,3871215.344
22.65,8,11,9.52,0.1037,0.994777,-0.010376,0.145578,7,0,1,18,2990711.555
22.49,8,9,5,0.0649,2.260662,0.348291,0.103374,3,0,0,4,3122857.073
21.58,14,9,20,0.0669,0.65231,0.276477,0.092401,0,0,0,2,4321934.237
21.45,12,9,28.57,0.0465,0.667015,0.183513,0.099738,12,0,0,1,11725.9249
20.61,12,9,26.32,0.7501,1.437746,0.07595,-0.011484,4,0,0,9,753761.5896
22.1,12,9,20,0.6052,0.336542,0.068428,0.001649,14,1,1,19,4409083.967
22.24,11,9,5.56,1.3152,0.470467,0.256651,0.136776,10,0,0,4,4931689.241
22.08,11,8,5.71,1.7178,0.803467,0.557686,0.159098,28,0,0,14,4019936.057
20.48,11,8,11.11,0.0775,0.87834,0.114299,0.042554,1,0,0,2,6618672.714
22.49,1,9,0,0.1912,1.216705,-0.181631,0.103374,2,0,0,4,2656144.051
22.81,11,11,8,0.8337,2.155692,0.184583,0.312824,4,0,0,0,15332588.52
22.49,1,9,13.33,0.4765,1.039104,0.382895,0.103374,0,0,0,18,3014814.023
22.79,9,5,0,0.071,0.914231,0.485065,0.005526,2,0,0,4,4486703.062
