 Size,ListAge,Board,Female,Balance,Liquid,AssetGrowth,Cashflow,StrategyTarget,Management,AdvocacyTrain,Technology,CEP
21.28,4,9,11.76,0.7888,1.091801,0.156658,0.081304,1,0,0,14,1020455.862
21.45,4,9,5.26,0.036,1.304119,0.046815,0.157716,0,0,0,13,687566.2667
20.83,4,12,9.52,0.4026,2.348355,0.125047,0.100404,0,0,0,5,547967.8366
21.3,3,9,9.52,0.2857,0.860896,0.061372,0.065464,2,0,0,8,5784.95437
21.28,3,11,11.11,0.0506,0.655188,0.152162,0.200488,4,0,0,8,1965590.612
21.84,3,9,22.22,0.0215,1.681602,0.349164,0.11801,0,0,0,6,10428433.97
22.31,3,9,5.56,0.0303,1.626821,0.521388,0.15175,4,0,0,6,9686973.256
21.17,3,12,5.56,2.3212,1.546812,-0.000128,-0.075013,0,0,0,1,3001.685385
21.66,3,9,12.5,0.0598,0.832495,0.117546,0.076157,0,0,0,13,2246746.191
21.09,2,11,8.7,0.1354,1.80293,0.550284,0.403199,0,0,0,36,2644712.753
21.19,2,14,36,1.4348,3.117599,0.043744,0.071804,0,0,0,3,2843137.892
21.09,2,11,5,0.6653,1.578541,0.052811,0.075011,2,0,0,8,2072769.881
20.92,2,9,11.76,0.1975,0.899899,0.187039,0.092862,1,0,0,13,1967495.436
20.39,2,9,12.5,0.2301,0.808758,-0.460712,0.061839,1,0,0,1,511051.8713
22.24,3,9,5.88,0.3543,0.935762,0.076275,0.122499,0,0,0,4,9171733.523
21.07,1,8,5.56,0.052,2.247738,0.787754,0.067876,0,0,0,6,2143966.715
21.07,1,9,11.11,0.2773,1.198466,0.354587,0.067876,2,0,0,5,2175015.482
21.07,1,9,5.26,0.0442,2.370462,0.228799,0.067876,2,0,0,11,594934.8464
21.49,1,9,0,0.9055,1.466967,0.586444,0.074086,1,0,0,26,672710.545
21.82,1,13,21.74,0.9318,0.667359,-0.057682,0.125571,0,0,0,6,452606.0647
20.85,2,9,6.67,0.522,0.963599,0.228501,0.133811,2,0,0,5,2053095.944
21.07,5,9,6.67,1.4917,0.718721,-0.151031,0.067876,0,0,0,1,834063.8523
22.32,11,11,8.33,0.0328,1.321312,0.030173,0.077999,0,0,0,5,2008331.461
19.67,10,9,7.14,0.3552,1.45611,0.032835,0.073161,0,0,0,4,557763.0948
20.76,10,9,5.88,0.7049,0.777207,0.265699,0.175929,0,0,0,6,368641.101
23.45,10,10,13.33,0.1163,0.980338,0.13032,0.135513,0,0,0,0,554788.7696
21.72,10,11,23.81,0.8276,1.099304,0.030014,0.1198,0,0,0,10,1421360.807
24.04,10,12,4,0.5725,0.942686,0.038345,0.101371,0,0,0,15,1020909.876
21.16,7,9,11.11,0.5573,0.646511,-0.090796,0.077939,4,0,0,6,446770.1104
21.96,7,9,6.67,0.4884,0.73633,0.084501,0.030807,1,0,0,6,1950788.581
21.89,7,6,0,0.1657,2.442395,-0.020009,0.062448,0,0,0,1,1953988.753
20.16,7,7,8.33,0.0345,1.399499,0.024734,0.020244,0,0,0,4,2030219.803
19.9,7,10,0,1.4544,0.403151,0.458964,0.004353,0,0,0,0,560081.3095
22.76,4,9,15.79,1.3478,0.602392,0.014692,0.163749,0,0,0,7,593347.0481
23.85,6,9,0,1.2621,0.439564,0.285809,0.080489,1,0,0,5,487802.7922
20.5,9,9,12.5,0.0869,0.858957,0.046006,-0.12887,0,0,0,3,19512.57858
20.98,9,9,29.41,1.4631,1.267152,-0.219279,0.053577,0,0,0,0,1604538.138
20.77,8,11,14.29,0.0148,1.21254,0.003995,0.014797,0,0,0,8,422729.1115
21.88,7,11,0,0.4926,1.248287,0.047438,0.091809,0,0,0,7,897837.6423
23.14,11,9,16.67,0.0684,2.326715,0.236042,0.204711,1,0,0,6,673582.3331
22.06,10,13,7.69,1.9756,0.804829,0.478017,0.193675,0,0,0,4,606115.4567
21.83,7,9,5.88,0.0765,0.527338,0.125489,0.187234,1,0,0,0,1129873.095
22.32,7,10,4,0.156,0.740603,0.027557,0.094234,0,0,0,7,925853.0527
20.15,11,7,13.33,0.0109,2.150314,-0.000054,-0.089628,0,0,0,3,2633720.24
20.94,11,9,10.53,0.1704,1.204045,0.380229,0.156693,0,0,0,6,2520623.256
21.86,10,10,5,0.6748,0.980457,0.323355,0.164399,4,0,0,3,705634.0314
20.44,10,9,23.53,1.6353,1.359881,0.223769,0.039806,0,1,0,16,345000.5259
20.14,10,7,17.65,0.4847,55.540746,-0.036014,-0.015181,0,0,0,2,401142.9498
23.31,11,15,15.38,0.1809,1.986405,0.069056,0.1523,0,0,0,1,677626.6553
21.87,8,9,6.67,0.2263,0.391687,-0.063599,0.138975,0,0,0,1,627837.2451
22.35,8,9,16.67,0.7464,0.863268,0.263984,0.064733,2,0,0,11,645060.8266
20.01,8,11,22.73,0.4324,6.837129,0.003685,0.019736,0,0,0,36,2200993.838
21.03,8,6,20,1.2332,0.790539,0.229696,0.161345,0,0,0,4,895936.0442
21,8,9,15.38,0.8801,1.986991,0.222855,-0.064761,0,0,0,3,791469.5371
21.52,7,9,4.76,0.0109,0.92059,0.069325,0.065366,1,0,0,1,568352.2551
21.18,6,9,12.5,0.0502,0.531718,-0.105973,0.068298,0,0,0,4,31954.65724
21.94,7,7,15.79,0.2023,0.734697,0.042466,0.100567,0,0,0,6,3337746.106
23.67,7,9,11.76,0.1916,1.615986,0.231973,0.178513,0,0,0,5,11999252.43
23.12,7,11,5.26,0.021,0.864095,0.367962,0.121525,0,0,0,89,11421949.88
22.08,7,9,11.76,0.4547,0.742339,0.551698,0.056116,0,0,0,3,253439.952
20.39,7,8,15.79,0.7272,1.179688,0.009637,0.046981,0,0,0,8,995944.6941
20.86,7,9,6.25,0.9748,1.174577,-0.081047,-0.185703,8,0,0,3,1408657.226
22.41,7,15,7.41,0.025,1.754196,0.127747,0.025852,0,0,0,17,804185.1589
22.79,6,8,15.38,0.0245,1.582428,0.104955,0.275452,0,0,0,3,10782325.28
21.89,7,9,5,0.0034,1.023418,0.00748,0.055207,0,0,0,8,2408921.096
22.54,6,12,9.09,0.0932,0.956821,0.478064,0.024627,0,0,0,6,2596817.164
21.85,6,7,10,0.063,0.849835,0.01028,0.122358,0,0,0,2,2527351.874
23.45,7,13,5.88,0.728,1.832461,0.02208,0.106236,0,0,0,10,11757952.78
23.36,5,11,5.56,0.0029,2.217854,0.079481,0.091293,0,0,0,8,11149216.2
21.99,4,11,6.25,0.0293,0.626638,0.109902,0.01805,1,0,0,6,1221993.13
21.16,4,9,5.26,0.7492,1.431118,0.633635,0.140452,1,0,0,31,2625646.982
21.47,4,6,0,0.0213,0.785482,-0.182938,-0.024687,0,0,0,3,581830.579
24.99,3,15,0,0.5114,0.618829,0.338758,0.170272,2,1,0,1,646847.4585
24.89,4,11,12.5,0.0173,1.314553,0.054793,0.275753,1,0,0,2,14193994.38
21.91,1,11,4.76,0.3191,0.856467,0.258819,0.083072,0,0,0,3,572592.8636
21.3,7,9,6.67,1.089,1.285444,0.161996,0.135831,0,0,0,11,2662084.412
23.11,7,9,14.29,0.071,2.42265,0.067952,0.082614,0,0,0,3,687945.5683
22.42,6,11,6.25,0.0058,1.612085,0.179043,0.196165,5,0,0,51,11670317.02
20.76,6,9,17.65,0.373,7.8009,-0.081624,0.0759,0,0,0,6,3229182.955
21.87,6,12,5.26,0.0551,0.942046,0.142161,0.074205,1,1,0,25,2826217.738
21.74,5,9,11.76,0.7735,0.663061,0.582602,0.27343,1,0,0,4,1307124.013
21.82,5,9,5.26,0.0973,3.446873,0.453773,0.109524,0,0,0,6,897572.344
21.01,5,11,9.52,0.3455,1.491412,0.191072,0.091195,0,0,0,1,626287.8102
21.36,4,10,9.09,0.2372,0.716449,0.068042,0.074288,0,0,0,5,6000.906807
21.29,4,9,6.25,0.0511,0.73259,0.016199,0.179804,4,0,0,11,2710738.139
21.9,4,10,17.65,0.0104,2.256408,0.067301,0.07235,0,0,0,11,11456988.68
22.75,4,9,5.56,0.0185,1.198912,0.553373,0.081522,0,0,0,6,11148130.45
21.22,4,12,5.56,2.3482,1.462288,0.046654,-0.135133,0,0,0,2,2439.905815
21.77,4,9,20,0.0838,0.737909,0.116543,0.079584,0,0,0,23,2661323.438
21.86,3,11,8.33,0.1174,1.966096,1.163075,0.141241,0,0,0,24,3725029.17
21.28,3,12,36.36,1.4348,2.325673,0.102074,0.045132,0,0,0,3,3659075.36
21.21,3,11,5,0.6646,1.417438,0.126025,0.100451,3,0,0,10,2540055.249
21.18,1,9,13.33,1.8901,1.335525,0.097191,0.068298,2,0,0,5,2934070.309
21.15,3,9,13.33,0.1738,0.937569,0.25152,0.016467,0,0,0,14,2538839.964
20.67,3,9,20,1.7755,0.484077,0.321651,0.096027,0,0,0,1,721039.9374
22.34,4,9,5.26,0.3877,0.925128,0.107724,0.019949,0,0,0,4,10981080.72
21.18,1,11,12,0.1245,1.932993,0.146869,0.068298,1,0,0,16,3044502.233
21.59,2,8,6.67,0.135,1.135038,0.488022,0.07101,0,0,0,6,2799311.826
20.51,2,9,10.53,0.2457,0.829627,0.214272,0.059168,0,0,0,5,2769513.225
21.18,1,9,17.65,0.4886,2.954933,0.030076,0.068298,0,0,0,7,2279191.975
20.39,2,8,4.76,0.0442,1.826857,0.183375,0.022937,2,0,0,23,639716.9795
21.51,2,9,0,0.9182,1.444138,0.253193,0.013209,1,0,0,24,942114.2694
21.38,2,13,21.74,0.9306,1.081083,-0.019721,0.160914,0,0,0,8,618127.9191
21.1,3,7,6.67,0.5489,1.172626,0.280457,0.118072,3,0,0,10,2898007.53
21.18,6,6,8.33,1.4917,0.534664,-0.123717,0.068298,0,0,0,1,1388906.025
22.37,12,12,8.7,0.035,1.015228,0.052969,0.041907,0,1,0,8,2564381.243
19.61,11,9,14.29,0.3552,1.654923,-0.061895,0.029306,0,0,0,6,615339.1546
21.13,11,6,11.11,0.877,0.846189,0.449317,0.081825,1,0,0,9,450908.4344
23.61,11,11,12.5,0.0993,0.733197,0.178291,0.119317,0,0,0,0,668765.9701
21.76,11,11,27.78,0.8238,1.099809,0.036321,-0.053656,0,0,0,7,1361945.867
24.08,11,12,4,0.5803,1.158908,0.042648,0.17795,4,0,0,10,1015245.562
21.21,8,9,5.56,0.5563,0.724835,0.044417,-0.00269,2,0,0,2,618445.398
22.08,8,12,5.26,0.981,0.743708,0.130102,0.051572,0,0,0,3,2539083.538
21.93,8,6,0,0.1701,1.926121,0.041264,0.026013,0,0,0,0,2518461.952
20.55,8,6,10,0.0286,1.135304,-0.092701,0.103459,0,0,0,0,2585247.819
20.04,8,9,0,1.4544,0.503289,0.147755,0.011551,0,0,0,0,790847.439
21.14,8,11,15,0.3664,0.67413,0.138185,0.115453,0,0,1,5,436567.1181
24.17,7,9,0,1.2699,0.654515,0.381653,0.080784,1,0,0,5,683435.6525
20.55,10,7,7.14,0.1776,0.777572,0.054636,0.097152,0,0,0,3,32465.0572
21.18,6,8,26.67,2.64,0.923434,-0.526017,0.068298,0,0,0,0,3135857.114
20.99,9,11,14.29,0.0159,1.090452,0.24,-0.122384,0,0,0,14,521270.6067
22.22,8,10,0,0.4938,1.096812,0.343641,-0.038856,1,0,0,7,888121.1253
21.91,1,12,5,0.1117,1.820625,0.118774,0.083072,2,0,0,5,1918967.903
23.13,12,9,11.11,0.0704,4.350763,0.023785,0.191006,2,0,0,5,797624.7696
22.17,11,14,7.69,1.9756,0.536561,0.112871,0.148138,1,0,0,13,588683.6385
22.15,8,9,5.88,0.0795,0.481933,0.375624,0.139479,0,0,0,2,1200264.926
22.28,8,11,4.17,0.2563,0.795694,-0.03935,0.093648,0,0,0,5,1283874.519
20.25,12,7,20,0.0214,1.932988,0.095785,0.070303,4,0,0,3,2091423.65
21.43,12,9,10.53,0.1754,1.034847,0.627592,-0.104327,0,0,0,5,1986576.556
21.93,11,10,5,0.6759,0.639787,0.06818,0.127299,6,0,0,4,835267.4387
20.39,11,9,23.53,1.636,2.864044,-0.041686,0.02911,0,0,0,22,352309.807
20.14,11,7,17.65,0.4847,38.078356,0.008386,-0.046889,0,0,0,3,419990.3832
23.56,12,15,20,0.1984,0.803926,0.249841,0.065816,2,0,0,3,775241.5371
21.79,9,9,6.67,0.1561,0.420058,-0.077634,0.138874,0,0,0,2,714466.9571
22.57,9,9,21.05,0.7545,0.508929,0.242247,0.067919,1,0,0,4,792514.1501
20.46,9,7,16.67,0.9492,3.426115,0.578849,-0.000202,0,0,0,42,1381515.188
21.27,9,9,9.52,1.2308,0.686973,0.277879,-0.030572,0,0,0,2,942470.7483
20.98,9,9,15.38,0.8801,2.060903,-0.019809,0.025062,0,0,0,4,1030320.994
21.62,8,9,4.76,0.0091,0.796242,0.10629,0.052042,3,0,0,2,590543.0027
20.5,8,9,6.25,0.0626,0.742582,0.207595,-0.037196,0,0,0,4,17358.21303
21.96,8,9,15,0.2711,0.770062,0.116125,0.118897,1,0,0,14,2403559.959
23.92,8,9,12.5,0.2322,1.075128,0.284043,0.246919,0,2,0,6,10713813.9
23.23,8,11,0,0.0463,0.567868,0.115566,0.125112,0,0,0,79,9782952.205
22.14,8,10,6.67,0.4368,0.603566,0.068871,0.030901,0,0,0,6,216149.354
20.39,8,11,5.26,0.6579,1.245457,-0.005321,0.044831,1,0,0,3,1090447.085
19.69,8,8,12.5,0.9748,0.312338,-0.689746,-0.039721,9,0,0,2,915818.393
22.57,8,11,4.76,0.0681,1.464334,0.175369,0.027945,1,0,0,13,1028551.037
22.76,7,7,15.38,0.0207,2.130682,-0.024256,0.176446,2,0,0,9,9913204.373
21.93,8,8,5.56,0.0042,0.984492,0.032616,0.181717,0,0,0,7,1967623.305
22.68,7,12,8.33,0.0417,0.919306,0.153566,0.138407,2,0,0,6,2041597.484
22.09,7,7,9.09,0.0432,0.800642,0.277504,0.130379,0,1,0,3,2054914.087
23.38,8,14,10,0.8873,1.92687,-0.068662,0.166399,1,0,0,5,10915011.36
23.44,6,11,5.26,0.0069,1.912951,0.082864,0.146146,0,0,0,15,10206916.17
22.02,5,11,5.88,0.0293,0.659426,0.027466,0.008174,0,0,0,4,815672.2074
21.41,5,9,5.26,0.7546,1.441083,0.288969,0.093636,1,0,0,52,2741488.956
22.08,7,9,0,0.018,0.718382,-0.059727,0.089441,0,0,0,3,1222930.68
21.27,1,11,0,0.1297,0.812814,0.244892,0.096203,0,0,0,3,2031195.598
21.27,1,9,10.53,1.7459,4.749443,0.156534,0.096203,0,0,0,3,159253.3845
21.27,1,9,19.05,0.8492,0.951971,0.44116,0.096203,0,0,0,8,2339403.294
25.28,4,15,8,0.4956,0.550466,0.331202,0.147636,0,0,0,3,755588.0596
25.68,5,11,11.54,0.0288,1.103565,1.210307,0.353618,3,0,0,6,11814962.38
23.37,2,13,4.55,0.3206,0.771321,0.032069,0.093602,0,0,0,2,686796.4276
21.75,1,9,12.5,0.0144,0.865126,0.381849,0.087699,0,0,0,5,4941927.215
22.08,7,12,9.52,0.8072,0.336344,0.2394,0.089441,0,0,0,2,766440.5559
21.78,8,9,6.67,1.0921,0.936577,0.619697,0.03987,0,0,0,5,1982534.124
23.16,8,9,13.33,0.1921,3.012918,0.059448,0.106319,3,0,0,5,726238.5366
22.69,7,11,6.25,0.0058,1.097476,0.307239,0.164722,7,0,0,54,9967096.639
20.75,7,9,17.65,0.3172,4.589984,-0.001371,0.02043,0,0,0,7,2317213.267
21.95,7,12,5.26,0.0762,0.7733,0.080983,0.0836,1,0,0,24,2254822.88
22.06,6,9,13.33,0.714,0.802762,0.378668,0.043578,1,0,0,3,1062549.82
21.97,6,9,5.88,0.0358,1.211822,0.158689,0.077043,0,0,0,10,1186549.158
21.26,6,9,10.53,0.3281,1.000825,0.293459,0.128063,0,0,0,3,450623.4922
21.45,5,10,9.09,0.2389,0.672568,0.095052,0.066514,0,0,0,4,3481.254719
21.24,5,9,6.67,0.0515,0.565469,-0.049484,0.128183,2,0,0,9,2280755.117
21.84,5,9,12.5,0.0113,3.263743,-0.055651,0.068481,0,0,0,9,10416211.49
22.85,5,9,5.88,0.0551,1.439741,0.101544,-0.011948,1,0,0,4,10021807.8
21.37,5,12,10.53,2.3529,1.864433,0.164692,0.001964,2,0,0,0,3449.251126
22.1,5,9,14.29,0.0947,0.741662,0.290263,0.285596,0,0,0,19,2091152.446
22.26,4,11,4.55,0.121,0.859475,0.493291,0.26584,0,0,0,7,2842341.763
21.31,4,12,36.36,1.4348,2.057275,0.0308,0.00154,0,0,0,2,2940737.679
21.45,4,5,5.26,0.6695,0.770846,0.267313,0.097054,2,0,0,7,2017435.256
21.53,2,9,10.53,1.8892,1.306369,0.055753,0.145561,4,0,0,6,2231028.505
21.32,4,7,13.33,0.1341,0.900668,0.1847,0.07352,5,2,0,16,1999562.375
21.69,4,8,20,1.8918,0.842371,1.766934,0.102076,0,0,0,1,844813.1115
22.28,5,8,5.88,0.3536,0.824116,-0.0593,0.130097,0,0,0,6,10105199.45
21.72,2,10,8,0.143,1.002173,0.506058,0.072048,0,0,0,11,2286698.266
21.74,3,9,6.67,0.1079,1.603905,0.158926,0.098664,3,0,0,7,2203511.354
20.73,3,9,11.11,0.2423,1.047853,0.244534,0.215134,0,0,0,5,2130383.629
19.74,2,7,7.69,0.4886,2.591778,-0.132535,-0.011896,0,0,0,4,2267438.514
20.66,3,9,0,0.0442,0.993054,0.319887,0.095086,0,0,0,18,470241.6538
21.97,3,9,0,0.9413,1.478085,0.592673,0.104675,0,0,0,19,1178962.088
21.37,3,13,22.73,0.9262,1.258193,-0.009233,0.173891,0,0,0,5,707246.6439
21.32,4,9,6.25,0.5939,1.079541,0.249919,0.269288,2,0,0,16,2470779.785
21.27,7,9,21.43,1.4917,0.343371,-0.006875,0.096203,0,0,0,1,1274074.839
22.34,13,12,8.33,0.0352,0.802898,-0.024383,0.088954,1,0,0,6,1970494.462
19.59,12,9,14.29,0.3552,1.331006,-0.020726,-0.064618,0,0,0,7,424685.8298
21.29,12,9,16.67,0.8763,0.808363,0.174063,0.097889,4,1,0,9,318328.5101
23.62,12,11,18.75,0.1081,0.758833,0.004532,0.140455,0,0,1,2,785740.1278
21.63,12,11,27.78,0.8238,0.957904,-0.111518,0.088088,0,0,0,12,815482.7192
24.02,12,12,4.17,0.5788,1.225868,-0.057557,0.14762,0,0,1,13,968474.6786
21.28,9,9,5.56,0.557,0.81378,0.078458,0.051508,1,0,0,4,675052.0617
22.14,9,12,5.26,0.9808,0.585153,0.061322,-0.005499,0,0,0,4,1679789.833
21.9,9,6,0,0.1865,1.654938,-0.029799,0.075274,0,0,0,0,1851970.172
20.54,9,7,18.18,0.0286,1.126277,-0.006947,0.200599,0,0,0,2,2079345.356
20.09,9,9,0,1.4544,0.538447,0.057729,0.040137,0,0,0,1,1036792.697
21.16,9,11,15.79,0.3814,0.718197,0.022392,0.073176,0,0,0,6,412334.8739
24.31,8,9,0,1.2803,0.425472,0.147063,0.102627,4,0,0,6,775917.0347
20.73,11,9,5.56,0.0921,0.752211,0.199821,0.063538,4,0,0,4,26511.1671
21.27,7,8,30.77,1.4142,1.103251,-0.224701,0.096203,0,0,0,0,1857038.854
21.12,10,11,9.52,0.0146,0.868593,0.135988,0.052144,0,0,0,5,448705.15
22.27,9,10,0,0.5062,0.933372,0.054528,0.029746,2,0,0,2,751651.1847
24.4,2,12,4.76,0.1093,0.346606,0.187798,0.164355,0,0,0,7,2352056.341
22.08,1,12,5.26,1.556,0.956981,0.098688,0.089441,1,0,0,4,747380.1212
23.14,13,9,15.79,0.0982,4.621014,0.001623,0.163812,1,0,0,5,838289.7392
22.29,12,15,12.12,2.1328,0.648438,0.128129,-0.035625,3,0,0,5,602887.4684
22.22,9,9,5.88,0.0682,0.507078,0.078967,0.069816,0,1,0,4,607610.5789
22.7,9,10,5,0.3696,1.678241,0.514514,0.02296,0,0,0,12,2077884.821
20.28,13,7,20,0.0398,1.980957,0.038553,0.0103,1,0,0,3,3025495.32
21.57,13,9,16.67,0.2033,0.976904,0.15566,0.018522,2,0,0,5,2830269.816
22.06,12,10,9.09,0.7363,0.300002,0.142002,0.166636,4,0,0,3,930672.6485
20.47,12,9,23.53,1.0474,3.330432,0.08197,0.009735,0,0,0,22,302327.1817
20.51,12,9,11.11,0.883,2.479522,0.44019,-0.111853,0,0,0,3,419966.8683
23.74,13,18,10.71,0.2034,0.546377,0.202092,0.133127,0,0,0,3,843117.9353
21.67,10,9,6.25,0.087,0.311642,-0.111565,0.191207,1,0,0,2,800435.5889
22.71,10,9,21.05,0.9165,0.797709,0.157442,0.063192,1,0,0,7,873015.5219
20.35,10,8,15.38,0.9492,17.677319,-0.108449,-0.066592,0,0,0,114,1764074.848
20.45,10,9,9.52,1.2529,8.507499,-0.557746,0.057314,0,0,0,2,511826.3521
20.79,10,9,0,0.9192,2.063759,-0.171484,0.117112,0,0,0,5,1423043.123
21.63,9,9,5,0.0621,0.829347,0.015461,0.058095,6,0,0,4,641538.7122
20.74,9,9,12.5,0.1719,0.761315,0.274992,0.039742,3,0,1,3,19418.46229
22.11,9,9,15,0.452,0.684915,0.161775,0.116526,1,0,0,11,1832284.909
24.08,9,9,11.11,0.2094,0.928001,0.166918,0.181974,2,0,0,4,17410458.42
23.23,9,11,0,0.1579,0.732534,-0.001306,0.151735,0,0,0,65,16295512.88
22.14,9,11,6.67,0.438,0.385424,-0.003419,0.152654,0,0,0,5,250368.6194
20.35,9,11,5.26,0.6858,1.36101,-0.038312,-0.00971,2,0,0,3,587546.6962
21.36,7,9,6.25,2.2603,0.304108,-0.070707,0.089038,0,0,0,2,1423951.632
22.76,9,11,4.35,0.1042,1.022182,0.208244,0.043002,0,0,0,15,1470041.331
24.02,8,5,15.38,0.0356,1.091017,2.5064,0.274751,3,1,0,5,17136558.47
21.95,9,8,4.35,0.0777,0.820457,0.025133,-0.005708,5,0,0,8,2917293.337
22.82,8,12,8.7,0.0839,0.945881,0.143778,0.085,6,0,0,10,2960310.6
22.24,8,7,9.09,0.3821,1.091706,0.156007,0.165444,7,0,0,9,2948792.43
24.79,9,14,10,0.2504,0.678228,3.088873,0.775647,0,0,0,7,19924096.23
23.55,7,11,5.26,0.0062,1.624097,0.118193,0.199319,3,0,0,16,16090847.85
22.02,6,11,5.88,0.0315,0.667488,0.004119,-0.005935,2,0,0,4,1433142.235
21.55,6,9,5.26,0.7734,1.299465,0.152579,0.133833,1,0,0,24,2784123.123
21.46,6,9,0,0.0327,0.88989,0.056329,0.055689,1,0,0,5,1354456.22
21.6,2,10,0,0.0688,0.926355,0.206825,0.0417,0,0,0,8,2725012.209
20.24,2,8,10.53,1.6732,4.457205,0.152442,0.148902,0,0,0,1,225125.7324
20.18,2,6,23.08,0.8041,0.8575,0.126532,0.063095,1,0,1,9,3548759.415
25.41,5,14,15.38,0.4761,0.518793,0.142642,0.145177,7,0,0,5,828073.7765
25.74,6,11,14.29,0.0409,1.091926,0.063618,0.152059,3,0,0,7,18379068.5
23.78,3,13,4.55,0.3171,0.394567,0.495082,0.13604,0,0,0,1,742667.5612
23.48,2,9,12.5,0.1089,0.850199,0.089749,0.136537,10,0,0,12,5547237.703
22.06,1,12,9.09,0.8062,0.197545,0.568209,0.092643,0,0,0,1,822957.6058
21.99,9,9,0,0.907,0.821744,0.232557,0.019625,6,1,0,5,2987185.819
23.26,9,9,12.5,0.1875,3.321372,0.10147,0.11682,4,2,0,12,792778.4221
22.86,8,11,6.25,0.0716,1.110372,0.177276,0.055666,2,0,0,65,16095622.74
20.81,8,9,12.5,0.3457,4.028858,0.060679,0.044085,0,0,0,9,3287107.619
22.05,8,12,5.26,0.039,0.666766,0.104819,0.164159,10,0,0,28,3014522.911
22.43,7,9,12.5,0.738,0.694427,0.445452,0.085119,0,0,1,8,1512913.107
22.13,7,9,11.76,0.5781,0.783058,0.17285,0.085863,0,0,0,9,1654229.55
21.3,7,9,10,0.3531,0.901469,0.041025,0.107379,0,0,0,5,599403.1014
21.54,6,10,4.55,0.2257,0.674483,0.092919,0.106586,1,0,0,0,4849.364342
