 Size,ListAge,Board,Female,Balance,Liquid,AssetGrowth,Cashflow,StrategyTarget,Management,AdvocacyTrain,Technology,CEP
22.41,7,15,7.41,0.025,1.754196,0.127747,0.025852,0,0,0,17,804185.1589
22.15,6,12,13.64,0.0228,1.078635,0.192924,-0.007975,7,0,0,7,811135.0282
22.22,6,9,5,0.1968,0.71456,0.279753,0.137219,0,0,0,7,768753.3473
22.7,6,9,12.5,0.0072,1.016514,0.538688,-0.215572,4,0,0,10,761074.7696
21.4,5,5,0,1.2107,1.567448,0.268877,0.259103,0,0,0,8,1400192.187
21.78,4,11,10.53,0.0406,1.061414,0.224893,0.319757,0,0,0,25,894040.6471
21.03,4,11,8.7,0.0715,4.566822,0.025852,0.083596,2,0,0,17,928807.1572
21.16,4,9,5.26,0.7492,1.431118,0.633635,0.140452,1,0,0,31,2625646.982
21.44,7,10,10.71,0.3487,0.964094,0.023622,0.009046,0,0,0,24,836510.1059
21.82,5,9,5.26,0.0973,3.446873,0.453773,0.109524,0,0,0,6,897572.344
21.69,5,9,26.32,0.6499,0.401673,-0.073371,0.061969,0,0,0,2,73517.11329
23.16,2,10,5,0.916,1.445257,0.119176,0.090562,0,0,0,9,853214.3763
20.81,2,11,10,0.0128,1.731675,0.12929,0.084361,0,0,0,24,898642.0341
21.69,1,11,11.76,0.1699,9.096486,0.096193,0.061969,0,0,0,10,776681.4668
21.14,2,9,5.88,0.1453,1.31988,0.378615,-0.028015,0,0,0,3,770873.2235
21.51,2,9,0,0.9182,1.444138,0.253193,0.013209,1,0,0,24,942114.2694
22.01,2,10,5.56,0.7891,0.317375,0.662277,0.091135,3,0,0,2,805904.2016
20.04,8,9,0,1.4544,0.503289,0.147755,0.011551,0,0,0,0,790847.439
21.06,8,9,14.29,1.3171,0.663531,0.001065,0.111392,0,0,0,4,2963263.781
22.28,8,11,4.17,0.2563,0.795694,-0.03935,0.093648,0,0,0,5,1283874.519
21.76,9,6,14.29,0.0627,0.695641,-0.047908,0.200699,2,0,0,9,976658.6583
22.85,9,10,0,0.3316,1.111461,0.317292,0.15606,1,0,0,4,1044723.729
20.98,9,9,15.38,0.8801,2.060903,-0.019809,0.025062,0,0,0,4,1030320.994
22.57,8,11,4.76,0.0681,1.464334,0.175369,0.027945,1,0,0,13,1028551.037
22.25,7,12,13.64,0.0538,1.110667,0.108387,0.095299,6,0,0,15,1045592.421
22.23,7,9,5,0.2379,0.592481,0.009135,0.035328,0,0,0,7,1028447.574
22.85,7,9,11.76,0.0069,1.068366,0.166313,0.216941,0,0,0,10,1032129.888
21.9,6,6,0,1.1698,0.553592,0.644694,0.114109,0,0,0,6,1977751.643
21.86,5,11,10.53,0.0304,0.800972,0.090939,0.162886,2,1,0,21,1177484.175
21.07,5,11,8.33,0.0419,5.129508,0.04745,0.083233,0,0,0,13,1220399.221
21.41,5,9,5.26,0.7546,1.441083,0.288969,0.093636,1,0,0,52,2741488.956
21.75,1,9,12.5,0.0144,0.865126,0.381849,0.087699,0,0,0,5,4941927.215
21.43,8,13,11.11,0.3519,1.008628,-0.01771,0.050001,0,0,0,22,1086688.411
21.97,6,9,5.88,0.0358,1.211822,0.158689,0.077043,0,0,0,10,1186549.158
21.75,6,9,13.33,0.6499,0.359472,-0.328089,0.087699,0,0,0,1,96130.2645
23.3,3,11,4.76,0.9382,1.89551,0.154048,0.1903,1,0,0,8,1260098.03
21.1,3,11,5.26,0.1157,1.573774,0.342217,0.150731,2,0,1,31,1290080.257
20.07,2,10,16.67,0.1853,6.067553,-0.043975,-0.084907,0,0,0,10,1042569.689
21.41,3,9,5.56,0.1399,1.37822,0.306232,-0.083564,2,0,0,1,1039460.405
21.97,3,9,0,0.9413,1.478085,0.592673,0.104675,0,0,0,19,1178962.088
22.05,3,11,5.26,0.6462,0.323462,0.039263,0.108621,2,0,0,1,1087528.337
20.09,9,9,0,1.4544,0.538447,0.057729,0.040137,0,0,0,1,1036792.697
21.03,9,9,15,1.3171,0.796594,-0.031117,0.071485,0,0,0,8,3008979.244
21.75,1,14,4.35,0.7947,1.522878,0.104474,0.087699,10,0,0,8,1019838.632
22.7,9,10,5,0.3696,1.678241,0.514514,0.02296,0,0,0,12,2077884.821
21.84,10,9,31.25,0.6462,0.809099,0.088935,0.268911,0,0,0,9,1591605.255
23.07,10,9,0,0.1279,1.031624,0.24665,0.193299,2,0,0,17,1449767.981
20.79,10,9,0,0.9192,2.063759,-0.171484,0.117112,0,0,0,5,1423043.123
22.76,9,11,4.35,0.1042,1.022182,0.208244,0.043002,0,0,0,15,1470041.331
22.44,8,12,12.5,0.1461,1.156744,0.207972,0.129485,2,0,0,4,1546871.083
21.9,8,7,5.88,0.3396,0.753144,-0.276806,0.044107,2,0,0,7,1529223.678
23.42,8,9,10.53,0.0265,1.200197,0.777748,-0.168629,0,0,0,13,1467809.94
22.48,7,6,0,1.175,0.847236,0.7933,0.077778,1,0,0,3,2437218.752
22.18,6,11,10,0.0793,0.734449,0.367956,-0.046379,1,0,1,12,1610965.85
21.04,6,11,12.5,0.0415,4.752923,-0.027607,0.101156,0,0,0,9,1715742.803
21.55,6,9,5.26,0.7734,1.299465,0.152579,0.133833,1,0,0,24,2784123.123
23.48,2,9,12.5,0.1089,0.850199,0.089749,0.136537,10,0,0,12,5547237.703
21.65,9,13,3.7,0.5332,1.221219,0.247666,0.120229,1,0,0,26,1870505.694
22.13,7,9,11.76,0.5781,0.783058,0.17285,0.085863,0,0,0,9,1654229.55
23.65,4,10,9.09,0.8967,2.414512,0.427544,0.167733,2,0,0,5,1942281.721
21.66,4,11,5.26,0.1443,3.186903,0.7404,-0.02153,3,0,0,18,1788948.654
20.68,3,11,19.05,0.2014,1.476375,0.381299,-0.034793,0,0,0,11,1593515.5
21.56,4,9,11.11,0.1444,1.281953,0.16251,0.131756,0,0,0,2,1473319.603
22.46,4,9,0,0.9868,0.970608,0.628069,0.095915,0,0,0,21,1653963.752
21.98,4,9,7.14,0.6859,0.527074,-0.067355,0.012368,3,0,0,4,1623904.948
20.24,10,9,0,1.5362,0.617469,0.158641,0.011278,0,0,0,6,1448333.848
21.02,10,9,17.65,0.9529,1.316814,-0.011853,0.156535,0,0,0,5,3196924.076
21.89,2,15,4.17,0.7947,1.451229,0.423545,-0.033367,15,1,0,12,1510158.422
22.79,10,10,5,0.3624,1.35391,0.147894,0.157238,1,0,0,12,2656802.773
21.96,11,9,31.25,0.641,0.762508,0.116473,0.149163,0,0,0,5,2485695.866
23.71,11,11,0,0.033,0.941596,0.20931,0.005581,2,0,0,7,2037691.845
20.61,11,8,0,0.7329,0.760169,-0.166344,-0.023116,0,0,0,2,1924725.79
22.89,10,12,8.33,0.0626,0.766449,0.125041,-0.091566,4,0,0,20,1981849.033
22.47,9,13,4,0.0506,0.855886,0.016275,0.2089,5,0,0,3,2243895.402
21.94,9,9,0,0.3777,0.853289,0.036479,0.005966,0,0,0,2,2100541.135
24.09,9,11,4.17,0.1466,1.205916,0.468449,0.002318,0,0,0,17,2055186.524
23.15,8,6,0,1.0821,0.510283,0.283203,0.1488,4,0,0,0,2595974.507
22.66,7,11,10,0.1438,1.190837,0.611466,-0.259343,0,0,1,10,2253105.304
21.21,7,11,12.5,0.0666,2.876859,0.164176,0.063748,0,0,0,7,2421823.797
21.63,7,9,5.26,0.7492,1.370874,0.0675,0.042213,1,1,0,19,2097930.597
22.33,1,9,11.76,0.6397,0.995406,0.159857,0.043577,0,0,0,13,6221002.807
22.33,1,9,0,1.4085,0.98276,0.088434,0.043577,0,0,0,5,932105.975
22.33,7,8,0,0.2284,1.98618,0.554105,0.043577,3,1,0,2,2202016.574
23.57,3,10,6.25,0.116,0.83901,0.090936,-0.029913,30,0,2,16,7030194.358
22.03,10,13,3.85,0.4476,1.285277,0.257684,0.101547,0,0,0,39,2977394.503
23.09,8,9,25,0.0435,1.047419,0.091046,0.13816,0,0,0,8,2645930.414
22.33,7,9,11.76,0.6428,0.460093,-0.24417,0.043577,0,0,0,8,194449.1709
24.13,5,11,5.26,0.9535,1.60047,0.462438,0.077644,4,0,0,5,2212330.908
21.89,5,11,5,0.157,3.228733,0.292101,0.063804,3,0,1,29,2780467.942
20.94,4,11,20,0.2119,1.397723,0.308493,0.131828,2,0,0,13,2374425.558
21.86,5,9,11.11,0.1688,1.219902,0.348227,-0.246394,2,0,0,1,2036152.465
22.87,5,9,0,0.992,2.226034,0.303642,0.041962,0,1,0,14,2247439.452
22.42,5,9,7.14,0.0735,0.711099,0.547438,0.155961,0,0,0,6,2370581.33
20.31,11,9,0,0.8443,0.719949,0.071881,0.012063,2,3,1,7,2008917.277
21.11,11,9,17.65,0.9243,1.463449,0.083462,0.165593,0,0,0,8,2325403.789
22.57,3,15,4,0.4807,1.059085,0.965583,0.023692,10,1,0,14,2019712.023
22.79,11,11,4.55,0.2934,1.560836,-0.011885,0.203336,2,0,0,13,3327470.03
22.12,12,9,25,0.5259,1.158088,0.17709,0.151939,11,1,0,6,2955146.514
23.68,12,11,0,0.0235,0.876974,-0.023991,0.14438,5,0,0,5,2795439.185
22.49,7,9,12.5,0.1757,2.478294,-0.49831,0.103374,0,0,0,4,2730124.209
22.71,11,9,10.53,0.0304,0.518927,-0.162411,0.056859,4,0,0,11,2528329.781
22.73,10,13,4,0.0479,1.280961,0.300896,0.091556,26,0,0,7,2878654.639
21.88,10,9,0,0.2437,0.591254,-0.051651,0.040266,20,0,0,3,2589809.027
23.8,10,11,7.69,0.1094,1.009238,-0.255644,-0.176538,0,0,0,12,2684275.005
23.46,9,9,0,1.1133,0.471496,0.344298,0.191122,4,0,0,0,3355721.763
22.65,8,11,9.52,0.1037,0.994777,-0.010376,0.145578,7,0,1,18,2990711.555
22.49,8,9,5,0.0649,2.260662,0.348291,0.103374,3,0,0,4,3122857.073
21.63,8,9,5.26,0.7492,1.448623,0.000707,0.167585,4,0,0,16,2576788.631
22.49,7,7,10.53,0.59,0.514167,-0.607753,0.103374,6,0,0,13,8128545.689
20.74,2,9,0,1.4094,1.523951,0.10149,0.272805,0,0,0,5,956664.6337
22.49,1,9,0,0.1912,1.216705,-0.181631,0.103374,2,0,0,4,2656144.051
22.49,1,9,13.33,0.4765,1.039104,0.382895,0.103374,0,0,0,18,3014814.023
22.49,1,13,23.81,0.6854,0.979327,0.153976,0.103374,0,0,0,15,2899088.89
22.49,1,7,29.41,0.0949,2.534629,-0.207023,0.103374,17,0,1,6,2670966.701
22.49,1,9,6.67,0.7371,1.294184,0.258274,0.103374,8,0,0,6,3043318.508
22.49,7,9,7.14,0.8629,1.143352,0.16935,0.103374,15,0,0,7,2761838.745
24.05,4,9,6.25,0.0865,0.643921,0.155119,0.112006,24,1,0,16,9214703.078
22.48,11,13,3.85,0.3007,1.101096,0.559681,-0.055141,6,0,0,24,3381295.324
23.35,9,9,25,0.0411,2.147927,0.305415,0.098204,2,0,0,13,3165980.662
22.49,7,9,0,0.634,0.402176,-0.190458,0.103374,0,0,0,6,461765.0152
24.25,6,11,4.55,0.9501,2.270527,-0.022653,0.17885,16,0,0,12,2990384.463
22.33,6,11,4.17,0.1383,4.064933,0.54716,-0.013825,8,0,1,20,3426830.9
21.02,5,11,20,0.1122,1.277561,0.079877,-0.012497,9,1,0,20,2834135.777
21.88,6,9,10.53,0.1347,1.178863,0.015851,0.098332,6,0,0,2,2738716.322
22.9,6,13,0,1.1256,1.612953,0.03174,0.098435,13,1,0,23,3266533.21
22.82,6,9,7.14,0.0683,0.410554,0.497326,0.17337,7,0,0,3,2949077.015
20.18,12,9,0,0.772,0.556148,-0.121828,0.122231,2,0,1,4,2679334.671
21.61,12,9,21.05,0.8576,4.176023,0.646879,0.157239,0,1,0,12,2850879.186
22.31,4,13,4,0.4685,1.282591,-0.228688,0.131501,15,1,0,12,2794235.268
22.49,1,10,6.25,1.1683,1.104969,0.280397,0.103374,8,1,0,12,2869915.898
23.18,12,11,4.55,0.3133,1.047842,0.46783,0.063215,0,0,0,12,2460711.805
22.09,13,8,18.75,0.5662,1.304145,-0.030461,0.180373,9,0,0,8,2167061.251
23.9,13,10,0,0.0473,0.804519,0.238651,0.031742,6,0,0,10,2064458.45
22.39,7,9,13.33,0.1695,2.23428,0.027923,0.02062,0,0,0,7,2000249.289
22.39,7,9,10,0.028,0.589693,0.118603,0.02062,3,0,0,15,2198929.483
22.99,11,13,4.17,0.1046,1.153755,0.303449,0.070861,16,0,0,12,2209957.941
21.54,11,7,0,0.304,0.316735,-0.29149,-0.137632,12,0,0,5,1902876.908
24,11,11,7.69,0.0486,1.026821,0.225426,0.072935,4,0,0,13,2238193.579
23.67,10,9,0,1.065,0.559903,0.226436,0.08546,14,0,0,4,2348554.997
22.72,9,11,10.53,0.1165,1.034675,0.076993,0.065986,0,0,1,14,2207039.797
21.78,9,9,8.33,0.0571,1.725362,0.186395,-0.034798,2,0,0,11,2181755.31
21.61,9,9,5.26,0.7492,1.619744,-0.020415,0.089822,11,0,0,19,2446536.901
22.39,7,8,7.69,0.546,0.411096,-0.129868,0.02062,0,0,0,3,4760413.836
20.84,3,9,6.67,1.4094,1.769674,0.095131,0.066682,2,0,0,4,941200.8965
20.84,2,4,0,0.1372,1.016645,0.191932,0.017925,9,0,0,3,2197949.951
21.44,2,9,10.71,0.8063,0.975004,1.306924,0.009358,0,0,0,10,2235923.34
21.09,2,13,16.67,0.6753,0.984546,-0.017635,-0.039333,6,0,0,27,2153066.781
20.64,2,7,35.71,0.0328,2.314594,0.140104,-0.069009,8,0,0,18,2020905.589
21.43,2,9,12.5,0.4794,1.010821,0.132036,0.044987,8,0,0,14,2195391.14
22.39,1,9,7.14,0.8373,1.244334,0.366184,0.02062,27,2,0,19,2121057.263
22.39,1,9,5,0.3256,1.097934,0.627052,0.02062,2,0,0,5,2245827.375
24.09,7,9,13.33,0.024,0.621976,0.042304,-0.08382,7,2,0,22,6016591.522
22.59,12,13,3.57,0.2953,1.254232,0.119243,-0.034264,58,0,1,26,2524303.605
23.45,10,9,25,0.0378,1.64518,0.112217,0.075057,14,2,1,17,2368724.291
21.48,9,12,4.55,0.2509,1.814482,0.114898,-0.022838,0,0,1,21,2041404.114
22.88,8,9,23.53,0.1804,0.997801,0.156726,0.01002,6,1,0,4,2503631.607
22.39,7,9,0,0.5122,0.666471,0.35955,0.02062,0,0,0,5,578465.9973
24.36,7,12,7.69,0.9414,2.13429,0.113719,0.050438,11,0,0,30,2171159.44
22.4,7,10,5,0.1028,3.23062,0.068779,0.021563,24,0,1,28,2114059.191
20.71,6,11,17.39,0.0909,2.74908,-0.269083,-0.038262,6,1,0,17,2178594.949
21.96,7,9,10.53,0.1364,1.453693,0.089187,0.024654,10,4,0,8,2008797.849
23.09,7,9,0,0.9938,1.19766,0.211941,0.228613,24,0,0,20,2709542.526
23.09,7,9,5.56,0.0969,0.661237,0.31297,0.030911,10,5,1,7,2232923.159
20.18,13,9,0,0.691,0.580785,0.002212,0.043186,6,0,0,1,2139240.68
21.71,13,9,21.05,0.8161,3.929153,0.10819,0.007285,5,1,0,14,2566022.381
22.58,5,15,11.54,0.3856,1.420121,0.307493,-0.18669,31,1,0,22,2062279.427
25.62,2,9,6.25,1.168,0.907669,-0.012094,-0.005206,27,4,1,20,1971766.476
23.4,13,11,4.55,0.3303,0.966528,0.25104,0.166792,7,0,0,12,3256701.496
22.1,14,9,12.5,0.6075,0.693898,0.010681,0.091321,1,0,0,9,2804891.656
24.19,14,12,0,0.0676,1.044019,0.347305,-0.241614,4,0,0,32,2713299.118
22.58,8,9,13.33,0.1145,5.643943,-0.182544,-0.0128,0,0,0,8,2735917.068
22.97,13,9,10,0.0241,0.644788,0.162037,0.102034,6,0,0,17,2695357.305
23.2,12,13,3.57,0.058,1.366203,0.227042,-0.022657,16,0,0,16,2791298.389
22.58,8,9,5,0.3545,0.620597,-0.066352,-0.0128,4,0,0,4,2666710.807
24.2,12,11,10.71,0.0499,0.965519,0.217012,-0.01302,2,0,0,7,2801283.518
23.93,11,9,0,1.042,0.68376,0.262051,0.099772,19,0,0,3,3128363.063
23.15,10,11,13.64,0.0784,1.084626,0.530918,0.019481,11,0,0,20,2997139.584
21.99,10,9,12,0.124,1.401202,0.227033,0.033212,2,0,0,9,3229560.986
22.58,8,8,7.69,0.1469,0.798337,-0.235589,-0.0128,0,0,0,1,7839653.423
21,4,9,6.67,1.1139,2.099689,0.176597,0.145011,8,0,0,7,861664.5616
21.01,3,9,5.26,0.0499,0.905252,0.18231,-0.084756,6,0,0,3,2869929.677
21.61,3,12,8.33,0.7583,0.934454,0.186206,-0.070996,7,0,1,12,3044427.89
21.14,3,9,13.33,0.61,1.029834,0.04893,0.08058,6,0,0,32,2867368.136
20.82,3,7,35.71,0.0398,2.133619,0.204245,0.004587,17,0,0,17,2730507.468
21.68,3,9,13.33,0.3656,1.049991,0.293624,-0.046835,30,0,0,28,2833174.138
22.41,2,9,14.29,0.8201,1.098638,0.196939,-0.009901,18,2,1,24,2738425.117
22.44,2,9,5.56,0.3256,1.0345,0.844079,-0.463147,2,0,0,17,2918270.186
22.58,1,8,25,2.3956,1.917764,0.240651,-0.0128,0,0,0,15,2803785.126
22.58,8,5,15.38,0.0772,6.668582,-0.032372,-0.0128,0,1,0,5,3133600.13
22.58,1,9,10.53,0.4867,17.335896,0.03562,-0.0128,1,0,0,10,3446557.846
22.9,13,13,0,0.3117,1.531214,0.359875,0.145963,36,0,0,20,5085982.093
23.67,11,9,25,0.2144,2.410116,0.239759,0.067512,10,4,2,19,3074123.965
21.44,10,12,0,0.2206,1.872244,-0.034449,-0.022849,11,1,3,19,2709961.726
23.06,9,9,23.53,0.149,1.047314,0.189121,-0.089877,8,0,0,7,3229745.254
22.58,8,9,10,0.4881,0.531234,-0.110978,-0.0128,0,0,0,6,664645.1156
24.73,8,11,8,1.0108,2.43519,0.441985,-0.051885,20,0,0,50,2895223.852
22.43,8,11,5.26,0.0576,1.934235,0.034777,-0.055173,18,1,3,29,2857247.928
20.98,7,11,18.18,0.21,1.668531,0.314043,-0.232556,7,1,1,32,2806565.442
22.47,8,9,10.53,0.1974,1.412452,0.660803,-0.226537,7,0,0,8,2730024.757
23.21,8,8,0,0.9286,1.128409,0.118332,0.062697,14,0,0,24,3294019.541
23.34,8,9,7.14,0.0449,0.778066,0.284394,0.010543,14,8,2,21,2846705.795
20.22,14,9,0,0.6319,0.667278,0.041476,0.015711,0,0,1,0,2736807.122
22.06,14,9,20,0.8078,1.980152,0.415756,0.088019,4,0,0,13,3539612.294
22.6,6,14,9.68,0.2369,0.98744,0.021885,0.048725,11,1,0,9,2739244.128
25.67,3,8,5.88,1.1245,0.741466,0.054837,0.053024,17,1,0,4,2759689.724
23.37,14,11,4.76,0.2915,1.009035,-0.03627,0.073585,11,1,0,14,39297762.09
22.62,8,9,7.69,0.0781,1.270426,-0.029706,0.027667,0,0,0,0,16119579.37
22.32,15,8,12.5,0.5742,1.014295,0.238701,0.068171,0,0,0,12,33988415.4
24.2,15,12,0,0.0602,1.013824,-0.036438,0.128857,8,0,0,27,34658734.32
22.62,8,9,13.33,0.1145,4.478506,0.049568,0.027667,0,0,0,7,34410266.23
22.72,14,8,11.11,0.0204,0.469979,-0.226433,0.02505,12,0,0,1,33023804.56
23.42,13,11,0,0.0332,0.877244,0.25125,0.073335,22,1,0,21,36470256.45
22.62,8,9,4.55,0.3488,1.085756,1.179076,0.027667,8,0,0,7,42304797.46
24.14,13,11,13.04,0.1576,0.934014,-0.091446,0.061714,5,0,0,15,36974172.05
24.13,12,9,0,1.0475,0.576378,0.219294,0.131571,32,0,0,11,36755837.97
23.53,11,11,10,0.0782,0.928741,0.460161,0.016621,18,0,0,19,39024604.93
22.24,11,9,12.5,0.0889,2.0601,0.292315,-0.054144,4,0,0,8,41887775.19
21.09,5,8,7.69,1.1017,2.198525,0.098517,-0.001091,5,0,0,5,12880426.74
20.8,4,9,5,0.0772,0.560276,-0.186695,-0.014264,6,0,0,3,31802367.71
21.73,4,11,8.33,0.7025,0.727594,0.126287,0.012062,5,0,0,16,38545031.7
21.29,4,9,14.29,0.6026,1.017276,0.164686,0.013676,2,0,0,29,36419582.66
20.93,4,7,35.71,0.0383,1.200068,0.116074,0.07939,14,0,0,18,33765135.32
21.59,4,9,11.11,0.1422,0.889142,-0.093548,0.070993,32,0,0,25,35965363.94
22.66,3,9,13.33,0.731,1.209696,0.278412,0.010986,15,0,0,17,34229437.43
22.78,3,9,5.26,0.3431,1.106048,0.371373,-0.041521,3,0,0,25,36160614.13
21.14,2,9,31.82,2.119,1.680071,0.032506,-0.057393,0,0,0,22,34806184.31
22.62,1,5,15.38,0.0854,6.670562,0.053865,0.027667,4,0,0,4,39292211.97
22.62,1,11,15,0.038,1.490603,0.114412,0.027667,10,0,0,29,45920180.78
22.62,1,11,21.43,0.21,0.923352,0.523367,0.027667,0,0,1,1,36678339.74
22.62,1,8,11.54,1.1026,33.296815,0.100527,0.027667,0,0,0,25,58931517.81
22.62,1,9,21.05,0.7935,5.913721,0.06883,0.027667,1,0,0,10,41501425.05
22.62,1,9,31.58,1.5899,2.00537,0.248401,0.027667,6,0,0,16,40922198.45
22.62,8,9,25,0.466,12.700921,1.803535,0.027667,2,1,0,22,40558357.47
20.68,2,9,9.09,0.3432,16.071454,0.075462,-0.008816,2,0,0,14,44070769.31
23.41,14,14,0,0.3011,2.039233,0.675465,0.221604,27,1,0,16,120313182.7
23.76,12,9,19.05,0.0901,2.176978,0.103002,0.084246,12,8,2,32,38364816.28
21.64,11,12,0,0.182,1.5614,0.192732,0.023823,10,0,1,19,34138323.32
22.95,10,9,16.67,0.1922,0.786136,-0.098888,0.022452,6,1,0,5,39132429.98
22.62,8,9,12.5,0.3366,0.530107,-0.091417,0.027667,0,0,0,3,8956967.229
24.94,9,11,8,1.0008,1.946115,0.242591,0.120931,10,0,0,44,36003432.61
22.51,9,10,3.7,0.0843,1.598384,0.079306,0.018771,21,1,6,28,39535670.96
21.36,8,11,19.05,0.1437,1.843906,0.470644,-0.124753,8,0,0,24,35161919.33
22.65,9,9,5.56,0.1288,1.206029,0.150747,-0.093694,16,1,1,13,34498839.17
23.26,9,9,0,1.0083,1.249981,0.057076,-0.040905,11,0,0,17,48014435.51
23.85,9,9,12.5,0.041,0.918145,0.381131,0.009364,19,8,2,18,36001528.97
20.35,15,9,0,0.6047,0.822746,0.134958,0.093022,5,0,1,3,34238354.47
22.67,15,9,20,0.7601,2.932362,0.851338,0.055376,8,0,0,20,37251866.07
22.59,7,15,11.54,0.2068,0.731578,-0.006101,-0.083613,11,0,0,16,33622058.05
22.62,8,9,18.75,0.5337,5.728054,1.220299,0.027667,2,0,0,8,36499311.8
25.78,4,9,11.76,1.1193,0.801305,0.111887,0.017618,21,0,0,13,34661907.04
23.37,15,11,4.55,0.3029,0.8977,0.002192,0.105894,12,0,0,29,41845152.32
22.54,16,9,9.52,0.5471,0.476464,0.249706,0.066063,0,0,0,14,36305528.61
24.41,16,14,0,0.0515,0.994454,0.236349,-0.022217,14,3,0,31,38371362.94
22.54,8,9,11.76,0.1145,2.652706,-0.059112,0.044709,0,0,0,9,37625943.27
22.54,8,8,7.41,0.0567,0.1932,-0.555536,0.044709,7,0,0,3,34040588.58
23.66,14,11,3.45,0.0468,0.510767,0.233601,0.062675,26,0,0,16,39215779.92
22.54,8,9,6.25,1.2454,4.027508,-0.395971,0.044709,18,0,0,13,45698293.19
24.18,14,11,16,0.163,0.991499,0.039488,0.078986,21,0,0,19,39750244.48
24.4,13,9,0,1.1535,0.43599,0.320138,0.055446,33,0,0,7,40209532.71
23.88,12,10,3.85,0.0828,0.836014,0.417045,0.016715,6,0,0,18,40765629.09
22.26,12,9,13.64,0.0511,1.87342,0.013374,0.012432,5,0,0,9,42086673.47
21.17,6,9,13.33,1.1017,2.131636,0.083118,0.140174,6,0,0,6,9892625.453
22.54,8,9,5,0.0656,0.436822,-0.225057,0.044709,6,4,0,11,41861887.38
21.69,5,12,8.33,0.6424,0.682512,-0.039525,0.064081,2,0,0,15,44026504
21.44,5,9,13.33,0.4256,0.95781,0.160724,0.141127,0,0,0,20,39526052.12
21.05,5,6,31.25,0.0355,1.288217,0.12403,-0.168385,9,0,0,16,37574623.07
21.75,5,9,15.79,0.1106,0.897968,0.178648,0.037111,32,1,0,25,40793527.52
22.59,4,9,16.67,0.7215,0.925316,-0.072409,0.065759,6,0,0,18,39129794.4
23.04,4,9,9.52,0.3254,1.244769,0.297249,-0.098746,3,0,0,17,40656492.82
20.93,3,9,28.57,1.992,2.140156,-0.192902,0.212083,2,0,0,35,39026292.95
21.1,2,5,16.67,0.0743,4.963521,0.037657,0.097321,2,0,0,8,44478569.28
21.75,2,11,14.29,0.0259,1.175974,0.141039,0.075447,23,0,0,28,46996853.34
22.38,2,11,18.75,0.6801,0.647863,0.433489,0.04058,0,0,1,3,42130267.16
21.28,2,8,11.11,1.0402,3.458462,0.261429,-0.165465,10,0,0,80,57671684.96
20.77,2,9,20,0.6927,2.350947,0.262613,-0.014069,1,0,0,17,47215171.88
22,2,9,30.77,1.0116,0.909772,0.613666,0.247614,3,0,0,12,49270516.71
22.54,1,8,20,0.4022,24.226134,-0.011856,0.044709,2,1,0,25,44086557.92
22.54,1,9,12.5,0.6726,3.19961,0.114869,0.044709,2,0,0,12,39752128.97
20.81,3,9,17.39,0.3249,8.728896,0.134287,0.066897,2,0,1,17,49483335.04
