Size,ListAge,Board,Female,Balance,Liquid,AssetGrowth,Cashflow,StrategyTarget,Management,AdvocacyTrain,Technology,CEP
20.48,6,8,12.5,1.1494,0.792344,-0.023068,0.045647,2,0,0,1,5495.496496
21.64,6,11,13.33,0.5073,1.528441,-0.146392,0.031755,0,0,0,3,247467.9461
20.38,6,11,15.79,0.0772,1.102118,0.101929,0.111329,0,0,0,7,1199057.885
20.98,6,9,8,2.0807,1.04923,-0.014186,0.135716,2,0,0,9,2244740.544
20.95,6,7,7.14,0.9748,1.221497,0.012579,-0.014101,2,0,0,7,1244506.643
21.94,6,9,0,0.2134,1.117249,0.048768,0.061748,0,0,0,11,2115444.06
22.29,6,15,7.41,0.025,2.425135,0.150878,0.022655,0,0,0,5,576657.2656
21.54,6,12,12,0.1738,0.717646,0.414127,0.010468,1,1,0,10,38883.03069
22.76,4,8,7.69,0.0247,1.632938,0.008571,0.163749,0,0,0,3,9079766.241
22.26,6,11,0,0.8088,2.186409,0.006616,0.153464,0,0,0,2,493973.8439
20.23,6,6,5.26,0.0121,1.123879,0.00172,0.000804,0,0,0,3,1991665.204
22,6,11,7.69,0.1723,2.069086,1.523631,0.070393,0,0,0,3,3121044.46
21.97,5,13,8.7,0.009,1.200154,0.261211,0.052315,12,0,0,9,634154.7697
21.89,6,9,10,0.0035,1.068822,0.031952,-0.022398,0,0,0,4,1833463.778
20.38,6,13,4.55,1.4304,1.596078,0.162244,-0.163353,0,0,0,0,950477.3458
22.15,5,12,9.09,0.0327,0.777312,0.387634,0.121024,0,0,0,7,2056087.909
22.93,5,8,0,0.1128,1.310793,0.477339,0.168036,0,0,0,4,8923447.909
21.84,5,8,9.09,0.0539,1.153625,0.465762,0.097149,2,0,0,5,1969013.968
21.97,5,9,5.26,0.1906,0.742666,0.544016,0.249286,0,0,0,9,592383.3442
21.82,1,11,5.26,0.1426,2.842735,-0.034628,0.125571,0,0,0,8,382056.9506
22.26,5,13,18.18,0.0071,0.964804,0.088221,0.082284,4,0,0,20,543604.5244
23.43,6,13,5.88,0.7184,1.642865,0.208165,0.160822,0,0,0,10,9879708.817
21.24,6,13,3.85,0.6221,6.140945,0.040901,0.085625,0,0,0,3,438864.961
22,4,7,13.33,0.0298,1.99945,-0.023796,0.127653,4,0,0,38,2353621.102
23.26,4,15,0,0.0085,1.014083,0.37078,0.207993,5,0,0,6,9744368.808
21.16,4,7,0,0.1286,1.407513,0.132688,0.225124,0,0,0,6,822394.575
20.38,4,12,12,0.1231,0.641698,-0.214374,-0.002965,0,0,0,1,472630.7792
20.71,4,15,16.67,0.0302,0.664011,-0.093936,0.05319,0,0,0,9,2065369.549
23.28,4,11,5.56,0.0045,2.285311,0.293217,0.182512,3,0,0,11,9313316.594
21.57,3,11,10,0.0309,1.203915,0.039758,0.05511,0,0,0,28,587617.9725
21.89,3,11,6.25,0.0293,0.640404,0.064247,0.032316,0,0,0,4,1458040.735
21,3,11,8.7,0.0576,6.039436,-0.115907,0.13209,4,0,0,17,625322.2105
21.71,3,13,9.09,0.8868,0.545058,0.102504,0.052492,0,0,0,5,413157.576
20.67,3,9,5.26,0.749,1.294491,0.252554,0.080311,0,0,0,29,2935539.147
19.99,3,10,5,0.0178,1.587528,-0.083239,0.049483,0,0,0,30,1851438.399
21.67,3,14,0,0.0257,1.188263,0.064358,-0.051183,0,0,0,2,503214.9163
20.98,5,13,0,1.1806,1.655895,-0.044781,0.015315,0,0,1,14,466566.2178
23,2,17,0,0.0359,0.727347,0.178122,0.37222,0,0,0,6,9444459.518
24.7,2,12,0,0.5202,1.006827,0.107658,0.211169,0,0,0,0,517705.0474
24.83,3,11,12.5,0.0181,1.164465,-0.009296,0.237941,0,0,0,2,11955759.33
21.15,6,9,6.67,0.9865,1.789343,0.234806,0.125472,0,1,0,16,2047502.105
21.94,6,9,5.26,0.031,1.898957,0.395066,0.176541,0,0,0,24,2554114.583
23.04,6,9,7.69,0.022,1.469319,-0.056151,0.130749,0,0,0,3,560981.8407
21.55,6,11,10,0.6834,0.822473,0.609656,0.126996,0,0,0,6,667103.9591
21.42,6,13,10.71,0.3487,0.90428,0.432997,0.016829,4,0,0,16,629792.0687
20.88,6,10,21.05,1.6602,0.914327,-0.011357,0.082945,0,0,0,7,532873.9874
21.93,6,9,0,0.0257,1.399605,0.136225,0.055856,0,0,0,2,10077054.96
21.65,5,1,6.67,0.0161,1.257621,0.151688,0.115791,0,0,0,3,107297.8798
22.26,5,8,6.25,0.0106,1.727788,0.198781,0.105666,1,0,0,40,9728446.083
21.15,5,11,13.64,1.136,0.811008,-0.080789,0.054383,0,0,0,0,94887.81343
20.84,5,7,6.67,0.0223,9.427775,-0.041346,0.105439,0,0,0,5,2534903.053
21.11,4,11,5,1.4116,0.734925,0.538202,0.195947,0,0,0,8,2112311.857
21.74,5,12,10.53,0.0388,0.987135,0.09082,0.129267,2,0,0,21,2225259.397
21.28,4,9,11.76,0.7888,1.091801,0.156658,0.081304,1,0,0,14,1020455.862
21.31,5,9,0,0.0919,1.009791,0.049962,-0.066223,0,0,0,1,142185.8531
21.45,4,9,5.26,0.036,1.304119,0.046815,0.157716,0,0,0,13,687566.2667
20.83,4,12,9.52,0.4026,2.348355,0.125047,0.100404,0,0,0,5,547967.8366
20.69,3,9,13.33,0.0425,3.246386,0.117317,0.110049,1,0,0,10,2385623.561
20.47,4,11,4.76,0.0208,0.917723,-0.027758,-0.004072,0,0,0,10,516485.9355
21.3,3,9,9.52,0.2857,0.860896,0.061372,0.065464,2,0,0,8,5784.95437
21.28,3,11,11.11,0.0506,0.655188,0.152162,0.200488,4,0,0,8,1965590.612
21.84,3,9,22.22,0.0215,1.681602,0.349164,0.11801,0,0,0,6,10428433.97
21.2,3,7,18.75,0.0271,1.020956,0.177203,0.01803,1,0,0,4,2036759.073
21.56,3,9,5.56,0.0465,1.249488,0.151004,0.004578,0,1,0,9,1225719.508
22.31,3,9,5.56,0.0303,1.626821,0.521388,0.15175,4,0,0,6,9686973.256
21.17,3,12,5.56,2.3212,1.546812,-0.000128,-0.075013,0,0,0,1,3001.685385
21.66,3,9,12.5,0.0598,0.832495,0.117546,0.076157,0,0,0,13,2246746.191
20.57,3,9,16.67,0.0155,1.177851,0.114927,0.08222,2,0,1,3,2222305.68
22.06,3,7,21.43,0.0584,2.805018,0.132728,0.212472,0,0,0,4,10259961.74
21.09,2,11,8.7,0.1354,1.80293,0.550284,0.403199,0,0,0,36,2644712.753
20.99,2,12,5.56,0.0081,0.645895,0.662499,0.138432,0,0,0,2,531250.3789
21.19,2,14,36,1.4348,3.117599,0.043744,0.071804,0,0,0,3,2843137.892
21.09,2,11,5,0.6653,1.578541,0.052811,0.075011,2,0,0,8,2072769.881
21.06,3,9,11.76,0.142,0.92688,0.149308,0.025885,0,0,0,8,3056952.756
21.54,2,9,11.76,1.6348,0.708324,0.562757,0.097889,0,0,0,7,1240471.145
21.04,3,12,10,0.9763,0.577083,0.266721,0.00903,0,0,0,103,24040.2813
21.49,1,11,5,0.911,1.445678,0.152567,0.074086,1,0,0,11,622110.7801
20.83,2,9,15.38,0.0882,2.720534,0.147006,0.082835,1,0,0,7,3123539.642
20.14,2,9,4.17,1.0871,3.218323,0.072604,0.045777,2,0,0,6,2482810.006
20.92,2,9,11.76,0.1975,0.899899,0.187039,0.092862,1,0,0,13,1967495.436
20.39,2,9,12.5,0.2301,0.808758,-0.460712,0.061839,1,0,0,1,511051.8713
22.24,3,9,5.88,0.3543,0.935762,0.076275,0.122499,0,0,0,4,9171733.523
21.07,1,8,5.56,0.052,2.247738,0.787754,0.067876,0,0,0,6,2143966.715
21.49,1,11,10.53,0.0232,2.326147,0.045769,0.074086,0,0,0,9,656051.6319
21.07,1,9,11.11,0.2773,1.198466,0.354587,0.067876,2,0,0,5,2175015.482
21.82,1,17,8,1.1707,0.668098,0.304195,0.125571,0,0,1,2,957860.6914
21.82,1,9,29.41,0.022,0.630973,0.320828,0.125571,0,0,0,3,549142.0809
21.49,1,9,5.88,0.1333,1.533712,0.138101,0.074086,0,0,0,3,556306.4391
21.07,1,9,5.26,0.0442,2.370462,0.228799,0.067876,2,0,0,11,594934.8464
21.49,1,9,0,0.9055,1.466967,0.586444,0.074086,1,0,0,26,672710.545
22.73,2,9,0,0.0176,2.269184,0.195942,0.197634,2,0,0,2,10320171.95
21.82,1,13,21.74,0.9318,0.667359,-0.057682,0.125571,0,0,0,6,452606.0647
22.76,1,11,16.67,0.0887,1.374433,0.096812,0.163749,0,0,0,12,9899294.544
21.49,1,11,5.26,0.1892,0.320063,0.902266,0.074086,2,0,0,5,617714.5053
20.85,2,9,6.67,0.522,0.963599,0.228501,0.133811,2,0,0,5,2053095.944
21.07,5,9,6.67,1.4917,0.718721,-0.151031,0.067876,0,0,0,1,834063.8523
22.32,11,11,8.33,0.0328,1.321312,0.030173,0.077999,0,0,0,5,2008331.461
19.67,10,9,7.14,0.3552,1.45611,0.032835,0.073161,0,0,0,4,557763.0948
20.76,10,9,5.88,0.7049,0.777207,0.265699,0.175929,0,0,0,6,368641.101
23.45,10,10,13.33,0.1163,0.980338,0.13032,0.135513,0,0,0,0,554788.7696
20.96,10,12,4.55,1.1209,0.694328,0.10102,0.108103,0,0,0,2,502975.1444
21.72,10,11,23.81,0.8276,1.099304,0.030014,0.1198,0,0,0,10,1421360.807
20.84,10,11,15,0.1801,2.126481,0.008912,0.106722,1,0,0,7,409637.0743
24.04,10,12,4,0.5725,0.942686,0.038345,0.101371,0,0,0,15,1020909.876
20.41,7,9,11.76,0.1006,0.790056,0.261616,0.011569,0,0,0,7,4799999.898
21.16,7,9,11.11,0.5573,0.646511,-0.090796,0.077939,4,0,0,6,446770.1104
21.96,7,9,6.67,0.4884,0.73633,0.084501,0.030807,1,0,0,6,1950788.581
20.2,7,9,0,0.0179,1.306567,0.072208,-0.059034,0,1,0,8,2863246.437
22.29,7,17,4.17,0.2152,2.159284,0.325451,0.107629,0,0,0,11,455268.7042
21.89,7,6,0,0.1657,2.442395,-0.020009,0.062448,0,0,0,1,1953988.753
20.92,7,9,15.79,0.1537,1.473,0.321929,0.080194,2,1,0,31,2208084.466
21.51,7,8,5.26,0.0871,0.650278,0.080635,0.000837,0,3,0,4,1274167.389
22.5,7,11,9.09,0.299,1.530387,0.122108,0.011028,0,0,0,2,383074.2518
20.16,7,7,8.33,0.0345,1.399499,0.024734,0.020244,0,0,0,4,2030219.803
19.9,7,10,0,1.4544,0.403151,0.458964,0.004353,0,0,0,0,560081.3095
21.82,6,15,11.11,1.2127,0.993506,-0.036315,0.125571,5,0,0,6,1554.339583
22.36,7,8,11.76,0.1863,0.593021,3.103312,0.716632,0,0,0,6,519395.4787
22.76,4,9,15.79,1.3478,0.602392,0.014692,0.163749,0,0,0,7,593347.0481
23.85,6,9,0,1.2621,0.439564,0.285809,0.080489,1,0,0,5,487802.7922
20.5,9,9,12.5,0.0869,0.858957,0.046006,-0.12887,0,0,0,3,19512.57858
23.99,9,11,9.52,0.4148,1.192859,0.537778,0.208226,0,0,0,18,11157277.83
20.98,9,9,29.41,1.4631,1.267152,-0.219279,0.053577,0,0,0,0,1604538.138
23.18,9,12,14.29,0.368,0.6964,0.439062,0.093346,4,0,0,4,423128.0479
20.64,9,11,6.67,1.0003,0.906414,-0.013184,0.033771,2,0,0,3,58014.45948
20.77,8,11,14.29,0.0148,1.21254,0.003995,0.014797,0,0,0,8,422729.1115
20.28,7,8,12.5,0.803,0.55532,0.099028,0.129756,0,0,0,2,2532901.437
21.82,6,9,27.78,0.1115,0.715112,-0.01882,0.125571,2,0,0,6,560748.4777
21.06,7,8,15,1.3171,0.627652,0.124235,0.014153,0,0,0,2,3339535.327
21.88,7,11,0,0.4926,1.248287,0.047438,0.091809,0,0,0,7,897837.6423
23.14,11,9,16.67,0.0684,2.326715,0.236042,0.204711,1,0,0,6,673582.3331
22.06,10,13,7.69,1.9756,0.804829,0.478017,0.193675,0,0,0,4,606115.4567
21.83,7,9,5.88,0.0765,0.527338,0.125489,0.187234,1,0,0,0,1129873.095
22.32,7,10,4,0.156,0.740603,0.027557,0.094234,0,0,0,7,925853.0527
21.52,4,9,10.53,0.0213,0.964859,0.180408,0.139328,4,0,0,19,3591448.651
21.07,4,13,26.32,0.1089,1.193081,-0.025195,0.134622,1,0,0,6,196936.5006
21.47,8,8,4.35,0.232,0.855981,-0.055956,-0.058782,0,0,0,8,2814768.344
21.61,8,15,11.54,0.5665,0.9403,0.225464,0.194959,0,0,0,8,2773613.515
21.89,8,7,8.33,0.1136,1.109411,-0.069278,0.042628,0,0,0,8,35094.18761
21.85,11,9,0,1.416,0.905219,0.11559,0.075887,0,0,0,6,2945151.809
21.11,11,12,24,0.0884,6.502286,0.047002,0.087138,0,0,0,4,70840.47826
20.15,11,7,13.33,0.0109,2.150314,-0.000054,-0.089628,0,0,0,3,2633720.24
20.94,11,9,10.53,0.1704,1.204045,0.380229,0.156693,0,0,0,6,2520623.256
21.86,10,10,5,0.6748,0.980457,0.323355,0.164399,4,0,0,3,705634.0314
20.44,10,9,23.53,1.6353,1.359881,0.223769,0.039806,0,1,0,16,345000.5259
20.14,10,7,17.65,0.4847,55.540746,-0.036014,-0.015181,0,0,0,2,401142.9498
23.31,11,15,15.38,0.1809,1.986405,0.069056,0.1523,0,0,0,1,677626.6553
22.18,11,13,16.67,0.2384,2.784583,0.00952,0.093652,0,0,0,5,578450.1245
21.16,11,10,5.26,0.085,1.582277,-0.019978,0.037648,0,1,0,2,2671759.022
20.11,10,9,21.05,0.0218,2.266822,0.035059,-0.009268,1,0,0,0,2729204.91
21.48,8,9,35.71,0.0307,1.258746,0.177228,0.023865,0,0,0,3,9073.062372
21.87,8,9,6.67,0.2263,0.391687,-0.063599,0.138975,0,0,0,1,627837.2451
22.35,8,9,16.67,0.7464,0.863268,0.263984,0.064733,2,0,0,11,645060.8266
20.19,8,12,38.1,0.7691,0.887866,0.131826,0.054204,0,0,0,4,910865.3324
20.01,8,11,22.73,0.4324,6.837129,0.003685,0.019736,0,0,0,36,2200993.838
21.81,8,6,6.67,0.0627,1.166918,0.0583,-0.040214,0,0,0,11,752522.8993
21.41,7,10,5.88,0.7589,1.186421,-0.149439,0.111314,0,0,0,3,391388.4657
23.15,8,10,0,0.0775,1.160841,0.142386,0.152162,4,0,0,12,1725084.864
22.57,8,11,0,0.1552,1.202977,0.254049,0.076901,1,0,0,10,774213.8395
20.9,8,9,15.79,0.7332,0.192246,0.808064,0.194974,0,0,0,3,3320251.916
21.03,8,6,20,1.2332,0.790539,0.229696,0.161345,0,0,0,4,895936.0442
21,8,9,15.38,0.8801,1.986991,0.222855,-0.064761,0,0,0,3,791469.5371
21.42,7,9,16.67,0.2332,0.395462,-0.18403,0.047053,0,0,0,8,3138649.324
21.52,7,9,4.76,0.0109,0.92059,0.069325,0.065366,1,0,0,1,568352.2551
21.18,6,9,12.5,0.0502,0.531718,-0.105973,0.068298,0,0,0,4,31954.65724
21.94,7,7,15.79,0.2023,0.734697,0.042466,0.100567,0,0,0,6,3337746.106
21.65,7,9,5.88,0.0422,1.684095,0.132186,0.10126,2,0,0,1,2588652.39
22.13,7,8,5.26,0.5744,0.840245,0.241763,-0.10503,0,0,0,3,10726749.35
23.67,7,9,11.76,0.1916,1.615986,0.231973,0.178513,0,0,0,5,11999252.43
23.12,7,11,5.26,0.021,0.864095,0.367962,0.121525,0,0,0,89,11421949.88
20.43,7,9,12.5,1.1611,0.840726,-0.053705,-0.076437,0,0,0,2,4960.086329
22.08,7,9,11.76,0.4547,0.742339,0.551698,0.056116,0,0,0,3,253439.952
20.39,7,8,15.79,0.7272,1.179688,0.009637,0.046981,0,0,0,8,995944.6941
21.1,7,9,8,2.15,1.002609,0.123605,0.267701,0,0,0,25,3362953.572
20.86,7,9,6.25,0.9748,1.174577,-0.081047,-0.185703,8,0,0,3,1408657.226
22.01,7,8,0,0.2134,1.105582,0.06553,0.082783,0,0,0,6,2646207.258
22.41,7,15,7.41,0.025,1.754196,0.127747,0.025852,0,0,0,17,804185.1589
21.69,7,12,12,0.1815,0.615725,0.167101,0.066181,1,0,0,8,48546.41576
22.79,6,8,15.38,0.0245,1.582428,0.104955,0.275452,0,0,0,3,10782325.28
22.27,7,12,4.76,0.8408,1.247207,0.004439,0.117973,0,0,0,1,620959.3794
20.17,7,5,5.56,0.0112,1.163772,-0.057651,-0.01733,0,0,0,2,3108253.512
22.11,7,11,8.33,0.8683,2.799305,0.112659,0.104827,0,0,0,1,5577265.039
22.15,6,12,13.64,0.0228,1.078635,0.192924,-0.007975,7,0,0,7,811135.0282
21.89,7,9,5,0.0034,1.023418,0.00748,0.055207,0,0,0,8,2408921.096
20.54,7,13,4.76,1.4304,1.319779,0.177983,0.069688,0,0,0,1,901447.7831
22.54,6,12,9.09,0.0932,0.956821,0.478064,0.024627,0,0,0,6,2596817.164
23.13,6,9,0,0.0596,1.337956,0.220644,0.180598,1,0,0,18,10843740.36
21.85,6,7,10,0.063,0.849835,0.01028,0.122358,0,0,0,2,2527351.874
22.22,6,9,5,0.1968,0.71456,0.279753,0.137219,0,0,0,7,768753.3473
21.73,2,9,5.56,0.1308,3.06508,0.013573,0.087381,0,0,0,16,517035.0779
22.7,6,9,12.5,0.0072,1.016514,0.538688,-0.215572,4,0,0,10,761074.7696
23.45,7,13,5.88,0.728,1.832461,0.02208,0.106236,0,0,0,10,11757952.78
21.27,7,12,3.85,0.6193,3.517179,0.034305,0.047118,0,0,0,10,524653.9378
22.03,5,7,6.67,0.0205,1.724461,0.034266,0.088101,2,0,0,39,3180707.231
23.88,5,15,0,0.0079,0.954677,0.866277,0.073252,4,1,0,15,11062406.61
21.4,5,5,0,1.2107,1.567448,0.268877,0.259103,0,0,0,8,1400192.187
21.18,6,13,14.29,0.0969,0.668657,-0.014866,0.068298,0,0,0,4,529344.8042
20.66,5,12,16.67,0.028,0.874711,-0.047206,0.072253,4,0,0,5,2926509.497
23.36,5,11,5.56,0.0029,2.217854,0.079481,0.091293,0,0,0,8,11149216.2
21.78,4,11,10.53,0.0406,1.061414,0.224893,0.319757,0,0,0,25,894040.6471
21.99,4,11,6.25,0.0293,0.626638,0.109902,0.01805,1,0,0,6,1221993.13
21.03,4,11,8.7,0.0715,4.566822,0.025852,0.083596,2,0,0,17,928807.1572
22.11,4,15,12,0.851,0.406642,0.488871,0.01839,0,0,0,9,562464.0345
21.16,4,9,5.26,0.7492,1.431118,0.633635,0.140452,1,0,0,31,2625646.982
19.97,4,11,10,0.0178,1.956447,-0.021935,0.038761,0,0,0,28,2351004.815
21.47,4,6,0,0.0213,0.785482,-0.182938,-0.024687,0,0,0,3,581830.579
20.82,6,12,0,1.1755,1.375394,-0.148857,0.035289,0,0,0,16,482759.4976
23.28,3,17,0,0.0139,1.204042,0.318841,0.335374,0,0,0,3,10937935.38
24.99,3,15,0,0.5114,0.618829,0.338758,0.170272,2,1,0,1,646847.4585
24.89,4,11,12.5,0.0173,1.314553,0.054793,0.275753,1,0,0,2,14193994.38
21.91,1,11,4.76,0.3191,0.856467,0.258819,0.083072,0,0,0,3,572592.8636
21.3,7,9,6.67,1.089,1.285444,0.161996,0.135831,0,0,0,11,2662084.412
22.24,7,9,5.26,0.0671,2.153971,0.354794,0.208517,0,2,0,30,3834058.02
23.11,7,9,14.29,0.071,2.42265,0.067952,0.082614,0,0,0,3,687945.5683
21.67,7,11,10,0.7541,0.847388,0.127544,0.100014,0,0,0,6,791772.0294
21.44,7,10,10.71,0.3487,0.964094,0.023622,0.009046,0,0,0,24,836510.1059
20.85,7,10,20,1.6602,0.71207,-0.030643,0.03213,0,0,0,5,770054.2636
22.24,7,9,0,0.0258,1.077148,0.353377,0.050974,0,0,0,1,11945056.64
21.69,6,11,6.67,0.007,1.430791,0.049416,0.048364,0,0,0,3,164820.5374
22.42,6,11,6.25,0.0058,1.612085,0.179043,0.196165,5,0,0,51,11670317.02
21.31,6,11,13.64,1.136,1.279613,0.168723,0.044867,0,0,0,1,105466.8634
20.76,6,9,17.65,0.373,7.8009,-0.081624,0.0759,0,0,0,6,3229182.955
21.36,5,10,5.26,1.4116,0.822355,0.290336,0.075841,0,0,0,1,2765390.11
21.87,6,12,5.26,0.0551,0.942046,0.142161,0.074205,1,1,0,25,2826217.738
21.74,5,9,11.76,0.7735,0.663061,0.582602,0.27343,1,0,0,4,1307124.013
21.29,6,9,7.69,0.1006,0.778672,-0.017852,0.030481,0,0,0,2,129044.9623
21.82,5,9,5.26,0.0973,3.446873,0.453773,0.109524,0,0,0,6,897572.344
21.01,5,11,9.52,0.3455,1.491412,0.191072,0.091195,0,0,0,1,626287.8102
20.76,4,8,14.29,0.0431,4.101102,0.067381,0.159928,3,0,0,5,3158587.848
20.47,5,8,4.55,0.0202,0.961959,0.004059,0.017356,0,0,0,7,620303.3715
21.36,4,10,9.09,0.2372,0.716449,0.068042,0.074288,0,0,0,5,6000.906807
21.29,4,9,6.25,0.0511,0.73259,0.016199,0.179804,4,0,0,11,2710738.139
21.9,4,10,17.65,0.0104,2.256408,0.067301,0.07235,0,0,0,11,11456988.68
21.18,6,11,13.33,1.2712,2.917075,0.855011,0.068298,0,0,0,2,2867335.249
21.55,4,5,7.69,0.0271,0.787077,0.409258,0.013403,8,0,0,4,2571321.187
21.61,4,9,5.56,0.0557,1.190692,0.056062,0.084197,0,0,0,6,1914271.446
22.75,4,9,5.56,0.0185,1.198912,0.553373,0.081522,0,0,0,6,11148130.45
21.22,4,12,5.56,2.3482,1.462288,0.046654,-0.135133,0,0,0,2,2439.905815
21.77,4,9,20,0.0838,0.737909,0.116543,0.079584,0,0,0,23,2661323.438
20.67,4,9,23.53,0.1287,0.732942,0.103894,0.17276,0,0,0,7,3074611.506
22.58,4,6,14.29,0.0496,1.23957,0.677471,0.30295,0,0,0,3,12184964.55
21.86,3,11,8.33,0.1174,1.966096,1.163075,0.141241,0,0,0,24,3725029.17
21.3,3,12,5.56,0.0228,0.621934,0.359538,0.117636,0,0,0,5,682626.3735
21.28,3,12,36.36,1.4348,2.325673,0.102074,0.045132,0,0,0,3,3659075.36
21.21,3,11,5,0.6646,1.417438,0.126025,0.100451,3,0,0,10,2540055.249
21.23,4,9,10.53,0.14,0.766452,0.184019,0.061892,1,0,0,8,4154435.694
21.75,3,9,17.65,1.7308,0.721277,0.237977,0.140697,1,0,0,8,2186594.98
21.69,5,9,26.32,0.6499,0.401673,-0.073371,0.061969,0,0,0,2,73517.11329
21.17,4,11,10.34,0.9691,0.618019,0.142167,0.01884,2,0,0,130,28703.73708
21.18,1,9,13.33,1.8901,1.335525,0.097191,0.068298,2,0,0,5,2934070.309
23.16,2,10,5,0.916,1.445257,0.119176,0.090562,0,0,0,9,853214.3763
20.95,3,9,15.38,0.0663,2.8852,0.123142,0.116223,1,0,0,5,3781461.203
20.12,3,9,4,1.0871,2.143804,-0.025257,-0.07796,3,0,0,6,2668017.261
21.15,3,9,13.33,0.1738,0.937569,0.25152,0.016467,0,0,0,14,2538839.964
20.67,3,9,20,1.7755,0.484077,0.321651,0.096027,0,0,0,1,721039.9374
22.34,4,9,5.26,0.3877,0.925128,0.107724,0.019949,0,0,0,4,10981080.72
21.41,1,9,5.56,0.307,0.596041,0.550972,0.111314,0,3,0,22,5486322.554
21.18,1,11,12,0.1245,1.932993,0.146869,0.068298,1,0,0,16,3044502.233
21.18,1,9,22.22,0.2242,1.632509,0.129671,0.068298,0,0,0,8,2820178.869
21.59,2,8,6.67,0.135,1.135038,0.488022,0.07101,0,0,0,6,2799311.826
20.81,2,11,10,0.0128,1.731675,0.12929,0.084361,0,0,0,24,898642.0341
21.69,1,11,11.76,0.1699,9.096486,0.096193,0.061969,0,0,0,10,776681.4668
20.51,2,9,10.53,0.2457,0.829627,0.214272,0.059168,0,0,0,5,2769513.225
21.18,1,9,17.65,0.4886,2.954933,0.030076,0.068298,0,0,0,7,2279191.975
21.24,2,17,7.69,1.1707,0.457501,0.116631,0.089127,0,0,0,4,1207393.713
